5.000000000000000000e+01,4.294221556481466751e-01,7.582385723572468983e-01,1.487792546471782551e-01,3.931134703320676715e-01
1.000000000000000000e+02,7.011982114602161031e-01,8.420500080487336447e-01,2.480468964076213423e-01,6.078350310697082648e-01
2.500000000000000000e+02,8.171780751815489463e-01,9.042697611009556935e-01,5.341147478554528760e-01,8.074169899278423879e-01
5.000000000000000000e+02,8.553675947279748559e-01,9.210823438623771953e-01,7.154426983601297474e-01,8.670451086377460870e-01
1.000000000000000000e+03,8.803963570304410569e-01,9.314405531962900442e-01,8.278096534733013767e-01,9.091771424872850949e-01
1.500000000000000000e+04,9.025095846178198267e-01,9.336863054053464728e-01,9.338384455043429178e-01,9.492494285427235390e-01
