	log_likelihood
7878	305.8207
7879	296.59067
7880	313.73053
7881	326.4724
7882	327.22836
7883	273.85638
7884	298.79004
7885	265.38034
7886	299.75363
7887	301.25043
7888	309.28238
7889	260.57562
7890	316.8017
7891	265.67978
7892	297.58484
7893	291.0022
7894	287.42798
7895	322.4982
7896	293.3537
7897	301.90735
7898	202.64671
7899	258.4437
7900	286.5857
7901	295.04022
7902	304.64093
7903	315.05386
7904	287.62454
7905	273.94922
7906	305.49374
7907	316.16815
7908	276.49304
7909	319.80847
7910	300.1955
7911	212.73677
7912	299.10754
7913	311.55826
7914	233.84196
7915	303.0575
7916	267.49112
7917	310.07104
7918	317.91196
7919	260.0642
7920	314.46323
7921	280.4605
7922	305.28836
7923	279.67242
7924	258.65765
7925	260.7094
7926	306.77216
7927	307.88306
7928	309.50714
7929	293.03873
7930	293.2812
7931	250.7987
7932	182.88516
7933	321.52774
7934	278.02228
7935	270.5302
7936	301.89758
7937	299.72705
7938	285.43613
7939	306.39062
7940	283.70587
7941	286.64172
7942	316.795
7943	305.68866
7944	317.6723
7945	309.95905
7946	278.4021
7947	316.8689
7948	297.60678
7949	229.36177
7950	268.32703
7951	302.33795
7952	322.32578
7953	301.33603
7954	244.02116
7955	289.66464
7956	313.36325
7957	256.64212
7958	271.9549
7959	292.82953
7960	292.9472
7961	292.18683
7962	313.65958
7963	327.09427
7964	313.45038
7965	312.70453
7966	313.78497
7967	323.23685
7968	275.51968
7969	316.0063
7970	323.9828
7971	282.2588
7972	304.75525
7973	289.35507
7974	317.58334
7975	311.34888
7976	318.15607
7977	292.62524
7978	321.08347
7979	307.98468
7980	330.17783
7981	326.60126
7982	325.63617
7983	292.19247
7984	293.56558
7985	226.05681
7986	317.805
7987	260.32397
7988	275.15787
7989	286.06805
7990	328.4048
7991	290.69342
7992	294.2727
7993	327.08185
7994	139.64545
7995	303.3438
7996	238.32536
7997	312.013
7998	322.97693
7999	310.8041
8000	317.16922
8001	290.99796
8002	295.93805
8003	314.10693
8004	310.2772
8005	266.05258
8006	289.58432
8007	296.21857
8008	300.16055
8009	324.17072
8010	265.24524
8011	324.6795
8012	322.20294
8013	310.66342
8014	275.703
8015	261.8346
8016	297.79205
8017	251.20259
8018	315.52386
8019	306.27048
8020	286.83026
8021	304.41608
8022	323.92407
8023	323.62662
8024	315.92245
8025	295.27478
8026	320.38242
8027	270.1054
8028	312.94687
8029	238.64983
8030	307.97015
8031	323.51315
8032	286.30853
8033	323.59207
8034	310.5459
8035	260.42633
8036	300.85114
8037	292.2786
8038	308.6098
8039	268.96494
8040	281.7731
8041	287.49075
8042	304.47394
8043	302.93396
8044	272.42352
8045	263.02786
8046	306.8708
8047	279.62018
8048	217.46114
8049	263.98926
8050	208.1417
8051	305.31848
8052	294.48254
8053	269.5688
8054	320.1023
8055	292.76813
8056	243.21797
8057	302.9541
8058	313.03876
8059	290.3102
8060	233.74287
8061	284.94537
8062	297.49066
8063	282.61523
8064	160.9697
8065	220.65178
8066	305.69293
8067	331.02444
8068	285.15967
8069	311.09637
8070	283.26343
8071	305.7951
8072	311.39835
8073	307.383
8074	267.1358
8075	322.1402
8076	283.6324
8077	339.22107
8078	310.26483
8079	180.1221
8080	286.42236
8081	325.2165
8082	299.86548
8083	261.40558
8084	316.17944
8085	300.3124
8086	290.92828
8087	292.27902
8088	213.76318
8089	274.86395
8090	293.0091
8091	282.5771
8092	220.67216
8093	304.72858
8094	289.36362
8095	266.68854
8096	290.61713
8097	213.31287
8098	297.09198
8099	317.92636
8100	269.7895
8101	310.99323
8102	268.8322
8103	293.14673
8104	301.54214
8105	300.42462
8106	306.212
8107	109.52297
8108	315.32632
8109	291.3914
8110	324.0653
8111	308.48795
8112	313.49692
8113	305.34442
8114	194.7962
8115	324.81305
8116	318.83316
8117	293.60986
8118	238.78316
8119	194.0142
8120	272.87485
8121	309.35104
8122	302.59045
8123	278.31693
8124	293.22833
8125	265.5689
8126	315.35706
8127	313.0339
8128	283.27835
8129	229.08719
8130	321.05466
8131	326.38333
8132	147.72043
8133	284.15784
8134	265.42328
8135	301.07895
8136	309.363
8137	311.58023
8138	272.1946
8139	275.99103
8140	290.92905
8141	280.95758
8142	300.81308
8143	248.57133
8144	308.67117
8145	308.8458
8146	249.54817
8147	321.99106
8148	309.4955
8149	266.79645
8150	274.10745
8151	306.1067
8152	294.66766
8153	297.52823
8154	309.16718
8155	261.0362
8156	308.8095
8157	271.21646
8158	214.0789
8159	182.06693
8160	326.15997
8161	325.5613
8162	204.13628
8163	298.73737
8164	291.89233
8165	269.91748
8166	316.311
8167	315.27533
8168	297.69012
8169	268.4235
8170	285.05338
8171	302.44574
8172	318.29092
8173	273.18356
8174	314.31985
8175	267.21973
8176	304.18976
8177	305.04526
8178	235.58952
8179	305.55045
8180	312.66595
8181	313.41183
8182	302.49524
8183	329.48926
8184	310.996
8185	304.38507
8186	316.88055
8187	237.3187
8188	314.352
8189	195.9136
8190	286.27017
8191	290.4218
8192	308.2249
8193	292.55856
8194	310.6961
8195	251.61967
8196	318.66928
8197	281.9844
8198	309.01773
8199	298.52066
8200	269.43384
8201	325.40283
8202	261.4587
8203	254.58745
8204	299.01923
8205	292.34735
8206	234.23734
8207	295.72998
8208	154.27481
8209	240.34741
8210	275.36224
8211	317.6641
8212	179.9592
8213	303.85492
8214	293.2176
8215	306.17468
8216	296.4892
8217	206.83658
8218	214.94943
8219	297.45004
8220	299.53207
8221	320.4372
8222	273.57697
8223	288.6569
8224	318.31708
8225	192.3233
8226	292.15973
8227	279.54797
8228	272.79913
8229	301.3801
8230	319.2549
8231	297.34488
8232	302.778
8233	273.46515
8234	315.15082
8235	314.19226
8236	289.95386
8237	320.73846
8238	196.06581
8239	269.55804
8240	303.9076
8241	294.63528
8242	298.88495
8243	297.92566
8244	267.34973
8245	304.2663
8246	318.88916
8247	303.36917
8248	311.09448
8249	302.37234
8250	273.4693
8251	283.66635
8252	305.04422
8253	285.83768
8254	304.80414
8255	207.96367
8256	285.50522
8257	288.2867
8258	264.60156
8259	266.71088
8260	262.3323
8261	324.79224
8262	315.34595
8263	324.17554
8264	309.3437
8265	274.45135
8266	174.99704
8267	283.52118
8268	264.22235
8269	311.7304
8270	308.75446
8271	281.43707
8272	214.35815
8273	280.7995
8274	303.1568
8275	298.40274
8276	287.445
8277	316.62958
8278	321.61804
8279	317.70105
8280	318.1231
8281	322.67596
8282	257.2633
8283	180.00906
8284	225.25285
8285	262.644
8286	313.16312
8287	303.74567
8288	299.16864
8289	201.04361
8290	311.34567
8291	302.1076
8292	328.5499
8293	182.72095
8294	268.24042
8295	273.13995
8296	281.3799
8297	317.25708
8298	318.30615
8299	311.00464
8300	305.0308
8301	299.7758
8302	237.0229
8303	309.0804
8304	304.09943
8305	293.72296
8306	301.0403
8307	306.15204
8308	261.13202
8309	326.8859
8310	315.57236
8311	272.7292
8312	287.84042
8313	322.18304
8314	308.60046
8315	301.87735
8316	317.09076
8317	265.2594
8318	303.89886
8319	287.56177
8320	232.48428
8321	295.0982
8322	271.365
8323	316.4638
8324	304.00824
8325	282.12305
8326	309.49033
8327	309.7652
8328	299.16638
8329	282.42773
8330	262.99084
8331	308.623
8332	196.34116
8333	264.7268
8334	312.80743
8335	287.57867
8336	308.50964
8337	230.52396
8338	279.17685
8339	314.77972
8340	301.22003
8341	311.47845
8342	173.39621
8343	290.98822
8344	294.14758
8345	293.5503
8346	289.1001
8347	321.26868
8348	275.18185
8349	323.5605
8350	318.67734
8351	262.13446
8352	295.38815
8353	302.23248
8354	209.85898
8355	299.9435
8356	205.94412
8357	291.65662
8358	300.63803
8359	282.48584
8360	235.58318
8361	305.33856
8362	319.0459
8363	282.3005
8364	275.9564
8365	287.6609
8366	284.7613
8367	317.2538
8368	166.95197
8369	317.06998
8370	189.66739
8371	205.93039
8372	284.31586
8373	327.45685
8374	287.76593
8375	320.43427
8376	295.74158
8377	296.30133
8378	294.74097
8379	304.79868
8380	285.3684
8381	301.02182
8382	313.88113
8383	332.35913
8384	295.6162
8385	286.2016
8386	317.828
8387	291.20782
8388	266.90414
8389	227.73027
8390	261.26105
8391	333.8775
8392	332.03162
8393	288.7425
8394	252.33862
8395	121.55815
8396	308.5288
8397	314.1517
8398	295.30426
8399	332.61127
8400	308.7889
8401	320.5787
8402	295.43097
8403	261.33124
8404	314.32117
8405	314.9244
8406	300.87085
8407	266.39062
8408	288.67596
8409	301.5296
8410	305.89706
8411	272.88287
8412	312.2741
8413	175.04561
8414	323.3299
8415	296.28772
8416	280.88678
8417	226.09395
8418	257.19757
8419	306.49847
8420	266.0777
8421	231.89828
8422	216.92197
8423	315.79092
8424	308.06177
8425	281.4073
8426	222.5555
8427	164.457
8428	233.57663
8429	306.2237
8430	319.51218
8431	317.8782
8432	266.06183
8433	240.75345
8434	314.21155
8435	310.49704
8436	264.96497
8437	282.81442
8438	301.61523
8439	325.69025
8440	196.01659
8441	291.4073
8442	313.69708
8443	300.89102
8444	309.08423
8445	313.91147
8446	315.1983
8447	305.98126
8448	307.6158
8449	201.55457
8450	321.42194
8451	316.9251
8452	152.94206
8453	295.7365
8454	274.7297
8455	250.9667
8456	270.82968
8457	310.36707
8458	322.88623
8459	230.2987
8460	285.3356
8461	304.66452
8462	268.18283
8463	320.01758
8464	309.97852
8465	207.66293
8466	325.7871
8467	309.92438
8468	276.07703
8469	303.5526
8470	285.71875
8471	300.68433
8472	292.93646
8473	306.98706
8474	288.1795
8475	288.58844
8476	241.75516
8477	319.06616
8478	297.82437
8479	314.84604
8480	242.17761
8481	291.93048
8482	317.07538
8483	315.97925
8484	142.39725
8485	279.0982
8486	331.55756
8487	305.79486
8488	281.42398
8489	305.90204
8490	308.99057
8491	300.72742
8492	323.77588
8493	316.7431
8494	288.63818
8495	314.92984
8496	311.03513
8497	238.68217
8498	262.2576
8499	328.34958
8500	231.78679
8501	306.36206
8502	256.40717
8503	278.29868
8504	315.9383
8505	299.167
8506	296.5276
8507	296.66022
8508	239.00488
8509	233.7738
8510	298.32507
8511	283.73953
8512	312.19736
8513	120.9518
8514	318.93665
8515	309.35312
8516	309.9355
8517	315.66718
8518	226.41702
8519	280.13312
8520	281.98917
8521	310.50488
8522	269.1618
8523	310.7857
8524	259.83008
8525	294.0941
8526	270.96085
8527	310.69916
8528	309.2794
8529	291.7642
8530	289.9024
8531	308.57642
8532	242.46973
8533	302.28375
8534	296.22693
8535	284.47897
8536	250.2764
8537	318.10602
8538	221.4148
8539	308.82635
8540	301.35443
8541	333.69843
8542	297.16864
8543	224.33044
8544	315.35678
8545	276.2127
8546	308.8703
8547	194.36484
8548	255.01526
8549	310.44943
8550	310.35547
8551	261.6391
8552	259.6374
8553	297.63867
8554	313.62064
8555	290.18234
8556	313.86636
8557	322.28336
8558	291.04688
8559	278.51276
8560	309.31525
8561	273.7963
8562	298.44998
8563	270.2685
8564	295.47192
8565	308.4386
8566	283.25223
8567	206.57405
8568	328.6483
8569	296.74283
8570	278.41745
8571	304.13556
8572	213.86995
8573	185.50716
8574	315.91162
8575	209.66277
8576	300.94812
8577	303.14224
8578	192.64062
8579	312.23853
8580	268.78595
8581	302.26376
8582	271.74863
8583	283.17047
8584	315.8811
8585	215.98003
8586	250.28226
8587	315.07236
8588	297.44095
8589	277.6629
8590	251.76387
8591	312.08777
8592	307.9249
8593	296.2014
8594	290.44827
8595	319.74057
8596	322.67206
8597	196.37148
8598	265.01172
8599	322.80292
8600	305.09164
8601	273.2355
8602	315.66888
8603	319.22623
8604	321.97565
8605	237.81674
8606	335.41165
8607	292.67133
8608	191.10944
8609	287.19336
8610	330.90176
8611	286.6317
8612	262.62424
8613	263.3418
8614	272.9779
8615	324.86142
8616	297.7884
8617	230.18753
8618	307.705
8619	308.9826
8620	276.89215
8621	318.11188
8622	317.183
8623	297.9027
8624	263.51898
8625	275.33813
8626	291.4835
8627	283.30133
8628	317.1102
8629	274.63077
8630	136.01514
8631	285.30716
8632	313.78757
8633	267.35178
8634	311.16772
8635	288.5605
8636	302.74503
8637	281.8353
8638	299.80347
8639	293.85382
8640	300.2339
8641	224.0774
8642	300.24023
8643	296.28452
8644	322.92447
8645	280.25226
8646	284.89752
8647	267.5896
8648	291.22394
8649	271.31442
8650	274.1994
8651	315.80264
8652	279.14334
8653	242.49649
8654	311.50287
8655	279.87897
8656	277.94345
8657	321.69992
8658	280.16367
8659	309.95
8660	312.48935
8661	288.8227
8662	255.57344
8663	300.48016
8664	273.87836
8665	329.40845
8666	282.9555
8667	278.08774
8668	324.68314
8669	305.83102
8670	276.41327
8671	320.35272
8672	290.0249
8673	314.99545
8674	319.7587
8675	320.30582
8676	277.0323
8677	298.98596
8678	291.70233
8679	302.49286
8680	323.31274
8681	157.25409
8682	271.88116
8683	273.75943
8684	292.903
8685	274.89005
8686	322.40814
8687	273.40335
8688	210.71712
8689	323.50027
8690	315.45416
8691	296.26382
8692	255.78227
8693	276.77817
8694	257.20847
8695	294.22864
8696	279.17862
8697	297.99005
8698	247.47949
8699	201.97328
8700	264.7102
8701	301.1122
8702	263.92874
8703	206.17813
8704	258.49493
8705	312.99014
8706	200.87228
8707	273.40768
8708	274.92694
8709	300.10474
8710	305.01416
8711	226.80557
8712	316.17075
8713	281.02377
8714	297.07538
8715	260.80362
8716	307.57117
8717	310.19846
8718	87.53858
8719	299.7219
8720	305.2886
8721	245.55533
8722	217.08598
8723	283.2518
8724	203.86778
8725	320.82086
8726	266.92096
8727	293.11826
8728	309.94638
8729	332.94687
8730	313.18253
8731	299.98862
8732	308.13824
8733	305.95993
8734	254.95627
8735	301.46436
8736	305.0833
8737	320.92365
8738	79.13457
8739	281.27792
8740	310.41983
8741	276.9691
8742	258.89444
8743	293.78882
8744	294.06586
8745	302.6451
8746	314.52472
8747	278.92987
8748	272.66992
8749	315.40436
8750	225.04878
8751	324.3263
8752	319.5622
8753	306.44376
8754	305.17862
8755	250.9095
8756	299.3333
8757	316.68863
8758	327.10242
8759	287.6872
8760	226.90479
8761	300.5909
8762	157.7907
8763	193.0299
8764	306.0863
8765	274.66806
8766	272.2734
8767	253.32846
8768	178.99133
8769	302.02063
8770	187.99893
8771	312.71075
8772	306.20972
8773	294.81873
8774	282.42065
8775	259.14728
8776	256.1664
8777	305.01056
8778	290.7481
8779	304.57452
8780	250.16458
8781	285.53485
8782	213.79996
8783	295.99954
8784	316.29727
8785	267.58246
8786	213.67256
8787	225.84192
8788	294.52838
8789	325.11417
8790	281.1474
8791	283.4733
8792	288.45917
8793	225.3438
8794	306.56754
8795	158.12796
8796	301.13754
8797	245.05563
8798	307.00912
8799	320.49133
8800	295.16046
8801	217.72722
8802	319.63162
8803	216.75957
8804	272.4271
8805	250.26392
8806	309.30942
8807	244.46745
8808	298.6584
8809	294.86108
8810	298.7943
8811	214.70956
8812	195.75558
8813	315.83142
8814	294.5611
8815	315.68582
8816	310.49738
8817	330.12152
8818	269.29758
8819	292.32568
8820	298.26434
8821	307.4383
8822	314.7554
8823	277.17593
8824	308.49796
8825	321.7687
8826	280.21933
8827	295.87524
8828	318.13876
8829	321.239
8830	303.1496
8831	195.86618
8832	285.1214
8833	288.89624
8834	317.1087
8835	325.1718
8836	303.9908
8837	249.33086
8838	272.03516
8839	261.10623
8840	309.0272
8841	307.68674
8842	272.28143
8843	312.03482
8844	321.2232
8845	294.73355
8846	279.486
8847	307.45612
8848	264.35666
8849	275.9871
8850	311.06348
8851	296.34024
8852	324.43024
8853	331.56073
8854	269.70688
8855	314.2885
8856	248.53268
8857	301.74423
8858	310.18835
8859	301.4256
8860	278.46045
8861	253.4467
8862	275.82007
8863	306.83167
8864	307.45938
8865	298.10782
8866	322.94037
8867	275.91437
8868	318.8517
8869	294.3362
8870	269.78555
8871	283.19366
8872	260.07138
8873	269.81607
8874	255.73674
8875	300.546
8876	305.23352
8877	263.44452
8878	310.83408
8879	302.8674
8880	300.4536
8881	310.09323
8882	287.06198
8883	269.5313
8884	289.8825
8885	298.50186
8886	226.27896
8887	259.49408
8888	316.1938
8889	312.1837
8890	296.48468
8891	238.94571
8892	255.13965
8893	295.78375
8894	266.36374
8895	223.57553
8896	277.7587
8897	282.51645
8898	280.12897
8899	264.85727
8900	253.31445
8901	263.35577
8902	218.27884
8903	269.6761
8904	321.26154
8905	278.96732
8906	297.00662
8907	234.6425
8908	308.6233
8909	306.04507
8910	283.93597
8911	232.59082
8912	313.69965
8913	277.88486
8914	320.8791
8915	215.45639
8916	274.20538
8917	264.52777
8918	320.12863
8919	289.29044
8920	299.27948
8921	241.22034
8922	300.83795
8923	189.64326
8924	273.05072
8925	300.06635
8926	312.9693
8927	263.27734
8928	284.51062
8929	321.9195
8930	313.67236
8931	295.34247
8932	320.27426
8933	296.51132
8934	67.58657
8935	301.87347
8936	306.5412
8937	277.63824
8938	265.8133
8939	317.61298
8940	238.99097
8941	302.0567
8942	248.75684
8943	292.34067
8944	307.43964
8945	286.54108
8946	202.80823
8947	302.0335
8948	265.65964
8949	272.03497
8950	201.36748
8951	305.47012
8952	316.89148
8953	312.2859
8954	229.10953
8955	273.22784
8956	324.2893
8957	312.0541
8958	308.988
8959	278.7591
8960	265.16913
8961	268.9017
8962	201.40837
8963	304.08722
8964	191.51749
8965	294.6568
8966	189.50198
8967	272.40887
8968	328.58258
8969	307.38187
8970	288.8671
8971	307.39905
8972	276.60022
8973	262.15582
8974	307.6161
8975	319.11075
8976	193.71149
8977	314.1024
8978	280.02582
8979	308.28384
8980	240.72586
8981	296.78192
8982	299.20346
8983	186.27835
8984	314.8576
8985	241.47542
8986	292.94336
8987	316.2016
8988	320.84656
8989	309.20663
8990	209.3667
8991	325.1999
8992	261.70923
8993	243.23105
8994	313.4974
8995	267.13077
8996	327.9485
8997	323.62564
8998	278.23834
8999	292.91974
9000	202.72556
9001	321.3316
9002	300.5368
9003	310.52362
9004	303.07748
9005	320.22824
9006	251.2133
9007	261.83075
9008	275.50797
9009	278.7608
9010	311.2294
9011	278.78754
9012	239.0699
9013	160.6018
9014	246.02095
9015	295.95822
9016	277.45468
9017	275.63324
9018	322.7587
9019	323.24506
9020	318.05234
9021	310.66412
9022	301.05957
9023	283.46176
9024	271.23724
9025	299.7511
9026	298.92072
9027	272.02182
9028	296.4251
9029	301.38907
9030	309.6564
9031	196.39597
9032	331.23224
9033	301.01874
9034	274.12885
9035	157.17923
9036	279.2492
9037	309.46185
9038	274.12982
9039	249.52043
9040	294.92606
9041	317.62567
9042	194.9416
9043	236.7935
9044	182.93843
9045	310.2439
9046	201.29707
9047	273.7713
9048	317.73175
9049	280.25208
9050	287.57074
9051	268.16968
9052	311.3775
9053	293.50513
9054	237.89876
9055	261.2602
9056	285.92987
9057	254.07166
9058	271.97775
9059	267.12988
9060	316.7895
9061	239.68332
9062	224.7916
9063	240.4082
9064	279.1651
9065	294.32068
9066	314.25262
9067	303.779
9068	300.9571
9069	297.31677
9070	131.61484
9071	326.0124
9072	243.82198
9073	331.28964
9074	259.73416
9075	241.25378
9076	311.8454
9077	286.70142
9078	278.62988
9079	285.7094
9080	314.7877
9081	290.9113
9082	247.06905
9083	324.59442
9084	284.86792
9085	291.56573
9086	295.04166
9087	286.86826
9088	317.97626
9089	269.33765
9090	300.07584
9091	243.54501
9092	280.3182
9093	270.34293
9094	326.5769
9095	304.06763
9096	292.12445
9097	323.7745
9098	265.74786
9099	297.70673
9100	218.61938
9101	211.75183
9102	297.04865
9103	257.18924
9104	313.70245
9105	319.15536
9106	262.49506
9107	321.62427
9108	289.18887
9109	314.41925
9110	197.39673
9111	299.64868
9112	228.98062
9113	304.318
9114	296.47205
9115	284.87088
9116	317.59024
9117	306.93463
9118	273.2188
9119	299.03748
9120	297.93314
9121	284.2191
9122	320.35983
9123	282.42172
9124	321.67758
9125	252.80997
9126	334.0578
9127	332.8851
9128	163.26062
9129	268.74423
9130	308.62885
9131	303.07452
9132	266.36142
9133	269.73785
9134	305.77667
9135	183.61148
9136	295.82727
9137	303.03452
9138	316.01627
9139	276.9058
9140	296.82983
9141	314.2246
9142	274.11102
9143	258.18918
9144	257.05606
9145	300.08228
9146	283.2723
9147	278.2771
9148	269.88342
9149	290.44366
9150	298.38788
9151	299.41748
9152	277.36246
9153	281.53882
9154	258.3226
9155	312.2993
9156	311.1534
9157	264.24823
9158	296.10345
9159	328.58618
9160	281.19928
9161	298.1176
9162	316.52338
9163	286.40955
9164	254.51578
9165	317.35242
9166	290.8561
9167	264.86435
9168	278.39713
9169	296.42792
9170	288.71234
9171	267.7208
9172	283.38974
9173	243.36975
9174	281.60648
9175	277.6485
9176	304.80283
9177	294.471
9178	301.0006
9179	324.4023
9180	164.53464
9181	296.91138
9182	298.09406
9183	192.73074
9184	293.90405
9185	264.18582
9186	312.30627
9187	184.63115
9188	322.1694
9189	316.91022
9190	241.73999
9191	197.96875
9192	305.79108
9193	319.1307
9194	315.06683
9195	310.96042
9196	275.425
9197	308.85342
9198	306.42218
9199	220.5529
9200	275.5246
9201	285.6114
9202	300.84528
9203	185.15993
9204	318.7741
9205	238.08723
9206	276.473
9207	298.5158
9208	296.94403
9209	270.51797
9210	58.308178
9211	225.51175
9212	228.73093
9213	310.58398
9214	251.57605
9215	273.60532
9216	307.81955
9217	287.888
9218	328.7865
9219	303.9458
9220	327.12418
9221	263.34106
9222	308.61935
9223	302.05386
9224	307.46216
9225	297.28156
9226	312.53802
9227	280.16718
9228	272.58163
9229	308.2111
9230	249.95401
9231	197.0427
9232	310.1857
9233	329.40997
9234	315.47418
9235	296.64862
9236	306.19727
9237	322.45074
9238	193.032
9239	298.98447
9240	308.5302
9241	329.3967
9242	262.22156
9243	224.32022
9244	258.52606
9245	166.22658
9246	248.25163
9247	303.03323
9248	299.63614
9249	309.5435
9250	250.62077
9251	249.45908
9252	317.11414
9253	317.03232
9254	298.22775
9255	271.44943
9256	300.25604
9257	318.19086
9258	290.1415
9259	272.84973
9260	257.44156
9261	282.32574
9262	266.8769
9263	254.44463
9264	285.06885
9265	281.1884
9266	238.31558
9267	308.4538
9268	259.0439
9269	289.16132
9270	309.28253
9271	309.24664
9272	301.84558
9273	306.54938
9274	295.04462
9275	302.35114
9276	260.28058
9277	307.92117
9278	196.77849
9279	288.44012
9280	285.30777
9281	302.53564
9282	300.54657
9283	291.46832
9284	303.28354
9285	288.15924
9286	200.29634
9287	288.22778
9288	246.93594
9289	294.30634
9290	247.48991
9291	269.3624
9292	289.83585
9293	145.86426
9294	302.74603
9295	139.90337
9296	268.99396
9297	234.98853
9298	313.81754
9299	312.96185
9300	273.94574
9301	182.6687
9302	290.98236
9303	303.96692
9304	273.76813
9305	213.18977
9306	305.46283
9307	257.50906
9308	312.76297
9309	305.15692
9310	316.04413
9311	307.54962
9312	313.97504
9313	270.13184
9314	292.7818
9315	310.32782
9316	194.23453
9317	171.83122
9318	320.7934
9319	257.0293
9320	285.15204
9321	258.27103
9322	304.02933
9323	309.67853
9324	321.51422
9325	272.96173
9326	180.24097
9327	279.48328
9328	265.57285
9329	304.94965
9330	210.24646
9331	279.54156
9332	306.49713
9333	287.91132
9334	314.79395
9335	328.71686
9336	319.23047
9337	247.03336
9338	279.6977
9339	307.02805
9340	268.0839
9341	320.03415
9342	230.41594
9343	266.227
9344	226.99219
9345	305.27518
9346	323.06015
9347	263.1644
9348	299.43353
9349	258.10477
9350	254.01152
9351	258.51654
9352	283.1473
9353	232.03389
9354	239.65408
9355	148.55923
9356	260.2714
9357	271.73184
9358	307.20035
9359	241.22437
9360	290.28354
9361	296.0484
9362	328.91302
9363	194.16226
9364	275.21616
9365	282.5577
9366	301.55768
9367	317.21588
9368	199.51422
9369	300.3709
9370	310.59958
9371	286.26172
9372	305.13092
9373	319.37167
9374	265.40085
9375	297.66058
9376	307.05713
9377	303.2634
9378	307.67206
9379	226.32837
9380	285.48138
9381	288.77048
9382	280.2729
9383	210.33383
9384	298.4715
9385	306.51108
9386	296.2459
9387	300.41537
9388	215.4187
9389	233.08191
9390	289.67053
9391	249.99495
9392	234.09549
9393	281.8468
9394	301.3199
9395	322.1583
9396	298.0552
9397	289.1122
9398	291.044
9399	311.83017
9400	254.07913
9401	287.99698
9402	287.61368
9403	280.12033
9404	308.40204
9405	271.3818
9406	271.47504
9407	282.4114
9408	292.47446
9409	212.87114
9410	297.4553
9411	183.36429
9412	301.26697
9413	266.49237
9414	270.23947
9415	310.8478
9416	269.13663
9417	179.4684
9418	173.2146
9419	271.66907
9420	306.96832
9421	311.7015
9422	324.0763
9423	292.76102
9424	280.35022
9425	303.3194
9426	286.1064
9427	320.91666
9428	281.68707
9429	305.94366
9430	312.58282
9431	296.39172
9432	316.47797
9433	281.4312
9434	301.29108
9435	242.20114
9436	275.58035
9437	325.1172
9438	301.0585
9439	248.70122
9440	193.21317
9441	290.98685
9442	280.29852
9443	215.65898
9444	306.26456
9445	281.9965
9446	257.441
9447	267.8847
9448	272.7448
9449	280.55737
9450	299.59296
9451	324.89032
9452	277.2807
9453	262.94662
9454	279.98175
9455	296.60123
9456	261.08768
9457	290.4915
9458	298.62402
9459	305.23077
9460	277.34897
9461	257.38516
9462	312.43073
9463	285.15723
9464	226.73233
9465	307.92148
9466	285.2389
9467	288.42017
9468	305.21405
9469	310.1699
9470	319.4388
9471	273.25287
9472	308.76517
9473	217.11719
9474	303.97232
9475	284.57773
9476	320.21735
9477	266.12137
9478	282.99863
9479	100.39778
9480	321.77042
9481	313.90338
9482	281.2225
9483	292.77148
9484	198.34966
9485	302.4216
9486	291.84958
9487	314.95795
9488	261.2586
9489	313.4432
9490	296.1586
9491	282.6901
9492	287.61493
9493	270.8491
9494	293.044
9495	309.77148
9496	261.80704
9497	264.1404
9498	298.75217
9499	284.64413
9500	286.71417
9501	309.72992
9502	288.0543
9503	278.8182
9504	297.50128
9505	314.87067
9506	308.93195
9507	231.16971
9508	284.1726
9509	254.1206
9510	272.19434
9511	304.77563
9512	271.07864
9513	257.27646
9514	297.88998
9515	263.51553
9516	265.56497
9517	302.12756
9518	299.07233
9519	246.17517
9520	218.06363
9521	195.24197
9522	282.483
9523	292.56046
9524	312.79556
9525	244.52286
9526	279.43008
9527	275.76532
9528	284.5926
9529	307.10715
9530	252.81245
9531	171.27692
9532	271.98187
9533	275.23062
9534	282.78482
9535	229.83647
9536	322.78867
9537	240.84644
9538	274.13367
9539	301.47647
9540	296.75977
9541	289.16083
9542	313.56613
9543	320.56952
9544	285.1673
9545	244.53401
9546	164.43767
9547	299.3749
9548	292.45697
9549	297.4567
9550	78.86022
9551	215.70291
9552	306.27988
9553	261.16348
9554	290.46527
9555	305.34378
9556	302.5046
9557	165.42288
9558	289.5208
9559	297.75815
9560	313.4834
9561	295.43097
9562	317.69882
9563	319.94125
9564	271.40955
9565	336.6972
9566	310.4758
9567	294.02448
9568	288.93756
9569	316.6599
9570	218.92232
9571	247.32271
9572	275.96112
9573	312.2458
9574	295.40485
9575	310.3239
9576	271.34183
9577	303.8781
9578	280.4638
9579	230.18661
9580	243.99509
9581	299.37048
9582	274.77246
9583	300.91177
9584	309.78888
9585	260.52216
9586	271.11163
9587	175.4008
9588	260.24527
9589	307.92288
9590	274.6894
9591	170.44247
9592	311.78964
9593	305.271
9594	233.11417
9595	272.09818
9596	316.09717
9597	293.5854
9598	308.33594
9599	322.3743
9600	274.38272
9601	230.71835
9602	286.314
9603	240.13797
9604	301.8263
9605	306.18744
9606	296.89008
9607	287.46603
9608	313.3964
9609	307.18683
9610	314.07086
9611	312.2216
9612	287.06146
9613	297.2072
9614	276.76178
9615	311.40228
9616	307.42508
9617	300.59433
9618	261.99765
9619	258.52557
9620	324.71072
9621	295.40887
9622	312.45865
9623	287.82138
9624	307.9884
9625	299.53824
9626	216.27617
9627	226.95346
9628	287.02826
9629	215.57051
9630	303.69333
9631	274.92178
