	log_likelihood
1875	315.09415
1876	274.80045
1877	284.70645
1878	315.149
1879	202.23663
1880	313.44614
1881	246.58745
1882	278.6336
1883	270.89874
1884	278.86517
1885	182.10641
1886	326.11282
1887	318.5754
1888	235.39531
1889	281.2949
1890	297.1136
1891	304.16766
1892	254.39859
1893	298.32043
1894	270.56122
1895	302.44342
1896	314.47748
1897	287.54724
1898	317.32593
1899	301.23706
1900	235.70425
1901	322.00586
1902	304.66977
1903	279.9479
1904	317.5736
1905	297.51154
1906	326.12238
1907	245.32455
1908	310.24518
1909	308.17758
1910	231.55215
1911	111.81466
1912	297.3379
1913	284.04608
1914	137.62486
1915	282.76132
1916	282.6937
1917	308.0979
1918	307.9979
1919	179.74277
1920	303.23398
1921	0.6052662
1922	13.504064
1923	299.1132
1924	262.51657
1925	311.14655
1926	275.24396
1927	300.74673
1928	254.56856
1929	326.7471
1930	199.73521
1931	290.81943
1932	314.6266
1933	231.0472
1934	295.03613
1935	273.1314
1936	252.28323
1937	289.61816
1938	283.77554
1939	298.43442
1940	155.44167
1941	291.91513
1942	306.78635
1943	299.40012
1944	276.66064
1945	284.36624
1946	205.47293
1947	311.28174
1948	216.04895
1949	270.95413
1950	219.88297
1951	278.0417
1952	293.62524
1953	310.32477
1954	306.26465
1955	270.28375
1956	305.09894
1957	304.381
1958	243.16817
1959	233.64311
1960	272.17352
1961	306.56528
1962	272.20844
1963	299.56366
1964	290.4937
1965	290.99884
1966	269.9907
1967	275.59726
1968	311.39044
1969	285.11737
1970	254.26485
1971	227.73819
1972	295.28943
1973	282.40637
1974	266.5506
1975	297.63135
1976	271.40454
1977	268.33188
1978	326.69904
1979	286.4711
1980	295.22504
1981	300.79907
1982	299.39316
1983	282.90756
1984	294.63202
1985	292.5592
1986	304.30862
1987	266.54062
1988	292.6489
1989	306.76163
1990	208.50208
1991	268.4603
1992	290.8073
1993	275.91663
1994	301.2355
1995	281.16125
1996	282.1584
1997	309.37082
1998	305.55612
1999	306.18872
2000	306.6763
2001	264.75775
2002	317.06403
2003	257.45654
2004	318.64587
2005	317.04178
2006	267.7808
2007	290.1042
2008	318.61877
2009	319.4444
2010	288.92166
2011	317.8699
2012	317.1996
2013	302.75168
2014	273.2225
2015	284.4752
2016	203.96442
2017	290.97992
2018	249.90372
2019	313.66205
2020	290.8787
2021	300.2415
2022	153.68875
2023	314.18317
2024	260.2714
2025	310.98056
2026	320.9976
2027	300.2376
2028	242.47458
2029	289.33075
2030	304.68875
2031	285.59613
2032	264.3513
2033	303.4698
2034	295.8791
2035	310.25262
2036	311.56235
2037	258.32764
2038	251.63571
2039	195.08801
2040	303.18253
2041	314.6148
2042	232.33235
2043	282.44553
2044	294.47107
2045	313.75952
2046	265.5846
2047	307.1009
2048	293.06964
2049	216.38681
2050	276.76328
2051	284.14075
2052	287.81586
2053	247.16733
2054	319.48004
2055	320.56464
2056	246.62216
2057	324.7311
2058	305.19147
2059	310.2274
2060	261.68573
2061	264.69138
2062	309.8045
2063	219.93277
2064	166.8645
2065	301.49103
2066	281.41586
2067	267.30212
2068	302.12827
2069	152.97789
2070	290.6828
2071	283.17987
2072	275.63214
2073	316.36383
2074	317.40115
2075	301.26114
2076	291.825
2077	247.79446
2078	317.0633
2079	286.4427
2080	213.45718
2081	301.49213
2082	258.20288
2083	304.17578
2084	290.93256
2085	288.81964
2086	226.79814
2087	209.3217
2088	264.1462
2089	307.24716
2090	318.2652
2091	302.5882
2092	315.53125
2093	282.0147
2094	284.81433
2095	259.9618
2096	305.59415
2097	309.059
2098	209.68057
2099	251.82187
2100	190.92615
2101	282.13678
2102	274.02823
2103	288.7514
2104	308.43378
2105	318.80075
2106	175.88069
2107	259.05728
2108	285.1241
2109	261.40802
2110	278.18488
2111	314.13126
2112	252.28809
2113	271.27936
2114	284.09937
2115	279.87372
2116	306.8703
2117	251.25151
2118	252.37708
2119	238.78732
2120	273.84848
2121	263.89078
2122	290.6514
2123	293.32404
2124	337.51395
2125	301.31464
2126	326.83478
2127	313.9209
2128	298.86926
2129	273.7649
2130	319.4081
2131	256.59607
2132	303.02545
2133	275.67902
2134	295.4043
2135	308.5869
2136	253.19109
2137	279.1268
2138	313.48413
2139	299.05133
2140	273.76187
2141	232.56184
2142	282.74353
2143	273.052
2144	299.46057
2145	303.97052
2146	280.54327
2147	307.8393
2148	272.60773
2149	238.29752
2150	300.6104
2151	275.90717
2152	215.00394
2153	325.4502
2154	291.0749
2155	299.48752
2156	293.8344
2157	242.98413
2158	207.09958
2159	324.44257
2160	134.21136
2161	294.50845
2162	261.9294
2163	224.31169
2164	224.18706
2165	296.95148
2166	268.68442
2167	306.87167
2168	201.30585
2169	313.80096
2170	311.03937
2171	264.7094
2172	290.99536
2173	280.90167
2174	285.20865
2175	301.05463
2176	299.1735
2177	312.19403
2178	313.57587
2179	299.6541
2180	318.43204
2181	306.15436
2182	251.05469
2183	256.08905
2184	279.63873
2185	314.4183
2186	235.81165
2187	319.9261
2188	288.42847
2189	302.97076
2190	264.07712
2191	233.57227
2192	275.2928
2193	247.72615
2194	295.2357
2195	283.22894
2196	291.89096
2197	284.25262
2198	293.87802
2199	291.67392
2200	322.95935
2201	296.04272
2202	274.31763
2203	242.24446
2204	299.16794
2205	213.81863
2206	320.29877
2207	295.59195
2208	310.57343
2209	296.7213
2210	297.31534
2211	307.97067
2212	281.92636
2213	203.16214
2214	252.78804
2215	277.55582
2216	286.52914
2217	299.93207
2218	310.07382
2219	311.00043
2220	255.59946
2221	272.3509
2222	314.15717
2223	254.73335
2224	266.37006
2225	296.44498
2226	291.6079
2227	244.76433
2228	317.36002
2229	288.84268
2230	222.33835
2231	222.47774
2232	314.57806
2233	291.2016
2234	293.65292
2235	294.95752
2236	296.6522
2237	237.69218
2238	295.1927
2239	304.71738
2240	269.2745
2241	296.70877
2242	310.70892
2243	288.0843
2244	307.44232
2245	253.30713
2246	278.37396
2247	262.9793
2248	283.49738
2249	281.2093
2250	279.55136
2251	274.49966
2252	316.4979
2253	305.05615
2254	286.78574
2255	279.1151
2256	293.42953
2257	318.2781
2258	306.6685
2259	271.6231
2260	297.9368
2261	315.59137
2262	268.99542
2263	264.2938
2264	160.35583
2265	287.22116
2266	277.53088
2267	304.51968
2268	270.56128
2269	253.17879
2270	214.56714
2271	297.2497
2272	243.54358
2273	296.9881
2274	298.4755
2275	273.76877
2276	294.59723
2277	299.15286
2278	272.87793
2279	308.38266
2280	285.872
2281	299.2165
2282	231.24533
2283	298.50592
2284	266.80084
2285	300.11612
2286	312.62823
2287	312.05533
2288	314.5285
2289	295.43564
2290	315.78058
2291	309.67422
2292	231.13834
2293	289.43256
2294	304.22714
2295	304.5809
2296	279.0678
2297	254.04251
2298	312.40814
2299	304.03244
2300	280.88272
2301	309.0256
2302	286.43097
2303	293.82806
2304	258.31888
2305	219.8171
2306	328.31842
2307	287.6871
2308	300.77826
2309	293.31894
2310	263.09836
2311	303.03073
2312	261.86142
2313	289.1196
2314	255.41663
2315	303.13202
2316	201.02283
2317	237.18396
2318	279.96976
2319	263.858
2320	311.5767
2321	303.36905
2322	266.51352
2323	298.54633
2324	307.54135
2325	305.53522
2326	253.35611
2327	310.1635
2328	306.38382
2329	302.67868
2330	324.62836
2331	280.95374
2332	306.00195
2333	299.01532
2334	294.67007
2335	212.35039
2336	247.58679
2337	209.92032
2338	250.6672
2339	268.9901
2340	312.8415
2341	289.35788
2342	197.20325
2343	293.36273
2344	266.54483
2345	267.4349
2346	295.93173
2347	287.77374
2348	264.92725
2349	319.5879
2350	217.6572
2351	303.0335
2352	297.07617
2353	295.37262
2354	274.4411
2355	288.82385
2356	298.52856
2357	302.68213
2358	312.4137
2359	288.19696
2360	308.95743
2361	326.44498
2362	287.80368
2363	260.3456
2364	207.11377
2365	296.38507
2366	248.08755
2367	314.95288
2368	309.84384
2369	180.03235
2370	298.68335
2371	278.4417
2372	290.09357
2373	314.2564
2374	312.41388
2375	257.9284
2376	308.51996
2377	300.6335
2378	281.3526
2379	324.39612
2380	306.59006
2381	217.27637
2382	256.5191
2383	199.64268
2384	315.8604
2385	223.03885
2386	265.33484
2387	319.7138
2388	305.5232
2389	316.78116
2390	301.17825
2391	267.81998
2392	300.6535
2393	255.2085
2394	286.80795
2395	111.35386
2396	293.8049
2397	320.63742
2398	294.00995
2399	273.3863
2400	292.82172
2401	84.90232
2402	306.92844
2403	206.29257
2404	274.49918
2405	266.97897
2406	194.7659
2407	276.57358
2408	299.88388
2409	303.591
2410	316.80133
2411	326.14032
2412	165.16989
2413	229.45088
2414	294.91937
2415	315.26147
2416	221.65547
2417	275.80243
2418	145.02301
2419	306.23886
2420	303.5179
2421	295.11362
2422	310.17804
2423	314.51883
2424	305.0105
2425	276.66034
2426	235.21407
2427	251.51279
2428	311.82068
2429	248.26616
2430	314.17877
2431	282.6844
2432	265.5998
2433	306.18063
2434	294.36847
2435	258.20514
2436	282.60196
2437	293.24725
2438	301.79327
2439	258.5106
2440	166.13405
2441	236.81265
2442	298.18768
2443	243.2874
2444	285.48276
2445	318.92053
2446	321.09897
2447	280.48694
2448	300.78592
2449	311.9994
2450	266.9783
2451	314.73578
2452	315.60956
2453	245.41379
2454	308.425
2455	306.32706
2456	172.45604
2457	223.19595
2458	310.00244
2459	264.9208
2460	273.79037
2461	185.63698
2462	282.76328
2463	268.02362
2464	287.36874
2465	314.35583
2466	281.7536
2467	278.4164
2468	328.1729
2469	274.61667
2470	297.5219
2471	175.47542
2472	295.2606
2473	259.39432
2474	297.80038
2475	291.4028
2476	131.01468
2477	279.13013
2478	256.99002
2479	295.5982
2480	290.53525
2481	261.691
2482	327.8767
2483	309.116
2484	314.82828
2485	207.48694
2486	257.06995
2487	298.66803
2488	290.94745
2489	290.56512
2490	281.27582
2491	263.2386
2492	253.95963
2493	288.8112
2494	304.58328
2495	320.83057
2496	311.36304
2497	292.73907
2498	288.95978
2499	301.92746
2500	258.49774
2501	276.99277
2502	258.74942
2503	317.0838
2504	285.64774
2505	284.75958
2506	235.01701
2507	325.4247
2508	322.88147
2509	318.25116
2510	223.59229
2511	299.90292
2512	295.79352
2513	299.1915
2514	283.22955
2515	297.91364
2516	308.9896
2517	326.61105
2518	238.78879
2519	269.6845
2520	273.9201
2521	304.406
2522	223.32446
2523	282.60352
2524	277.2686
2525	312.90265
2526	300.58374
2527	200.52704
2528	282.1416
2529	313.46783
2530	269.85196
2531	241.86792
2532	290.51675
2533	299.651
2534	228.0758
2535	190.22737
2536	269.5305
2537	313.41348
2538	283.80942
2539	286.6908
2540	320.95746
2541	306.81708
2542	270.90558
2543	299.35858
2544	289.62067
2545	309.11703
2546	199.3586
2547	309.57104
2548	281.16656
2549	313.21674
2550	238.37386
2551	280.64877
2552	266.822
2553	266.06653
2554	292.38702
2555	311.72864
2556	290.20557
2557	297.15125
2558	317.80023
2559	285.01843
2560	260.15872
2561	309.70477
2562	234.90259
2563	258.05426
2564	279.0757
2565	277.0954
2566	288.3653
2567	278.48776
2568	253.58582
2569	306.24457
2570	306.83664
2571	277.5857
2572	299.13495
2573	308.8702
2574	205.45969
2575	292.58533
2576	239.22171
2577	188.55832
2578	329.1355
2579	225.88786
2580	178.98926
2581	288.88104
2582	268.5355
2583	303.02777
2584	304.62305
2585	268.3698
2586	233.52087
2587	300.2093
2588	295.9482
2589	316.72083
2590	303.71255
2591	258.44025
2592	237.52527
2593	297.30316
2594	297.22675
2595	253.21616
2596	259.05435
2597	292.27078
2598	292.41113
2599	287.27423
2600	251.40125
2601	260.7916
2602	299.51782
2603	201.06659
2604	262.3967
2605	294.8739
2606	233.33989
2607	277.3002
2608	312.51968
2609	304.6413
2610	252.33194
2611	260.26498
2612	274.01593
2613	267.4286
2614	270.41064
2615	280.63092
2616	250.48535
2617	287.56802
2618	311.59604
2619	276.56863
2620	301.02692
2621	289.55728
2622	278.82678
2623	231.97441
2624	314.94553
2625	290.0508
2626	299.73975
2627	262.6099
2628	313.64767
2629	321.7154
2630	165.1966
2631	312.38892
2632	299.6476
2633	296.44638
2634	276.02753
2635	306.75018
2636	298.63666
2637	267.2341
2638	310.7237
2639	300.28302
2640	314.61807
2641	276.1609
2642	331.83902
2643	222.65149
2644	265.20615
2645	268.0815
2646	292.51797
2647	254.77808
2648	300.5218
2649	308.72284
2650	313.06662
2651	311.0999
2652	295.27936
2653	308.12833
2654	290.56854
2655	310.87802
2656	303.31357
2657	217.7019
2658	280.96295
2659	276.2577
2660	312.19217
2661	226.71594
2662	299.75958
2663	263.78564
2664	318.2312
2665	323.5249
2666	220.80717
2667	284.6906
2668	303.89444
2669	317.37494
2670	325.0133
2671	282.49396
2672	265.7994
2673	299.33188
2674	227.2268
2675	283.22455
2676	298.2108
2677	268.94092
2678	311.56152
2679	246.01431
2680	307.35504
2681	292.12436
2682	321.13055
2683	297.3939
2684	237.69827
2685	318.76996
2686	301.6958
2687	305.78998
2688	298.2938
2689	161.10812
2690	274.3666
2691	261.591
2692	296.0659
2693	280.74472
2694	286.67554
2695	213.14091
2696	307.26694
2697	298.45612
2698	281.763
2699	312.93
2700	256.6256
2701	311.56482
2702	238.33481
2703	268.75253
2704	306.9973
2705	233.4135
2706	287.07336
2707	198.58853
2708	252.35489
2709	299.56168
2710	276.84903
2711	247.78784
2712	320.58438
2713	316.21378
2714	250.37924
2715	276.22736
2716	269.6854
2717	287.37817
2718	297.12955
2719	304.1927
2720	267.15714
2721	313.71182
2722	208.42122
2723	280.6325
2724	283.23325
2725	287.19022
2726	311.97906
2727	290.9872
2728	311.07666
2729	290.4845
2730	303.0249
2731	307.14752
2732	325.4228
2733	211.5784
2734	283.162
2735	269.09555
2736	76.33923
2737	307.7247
2738	223.05429
2739	268.18924
2740	239.40083
2741	308.63577
2742	305.50482
2743	303.75278
2744	304.2695
2745	213.65007
2746	280.17633
2747	255.975
2748	213.14131
2749	181.12637
2750	313.16223
2751	303.08496
2752	300.6995
2753	302.39728
2754	183.89743
2755	260.29437
2756	269.74585
2757	215.00754
2758	306.31192
2759	211.39294
2760	265.25824
2761	310.7198
2762	290.47763
2763	288.51514
2764	320.7591
2765	305.52637
2766	315.96167
2767	291.41754
2768	317.80832
2769	304.19077
2770	227.8304
2771	268.14062
2772	275.7372
2773	148.02585
2774	277.87817
2775	299.251
2776	274.03897
2777	258.70798
2778	291.7861
2779	101.19029
2780	261.14368
2781	282.33313
2782	307.65817
2783	175.65921
2784	231.43527
2785	313.81253
2786	181.17197
2787	276.74457
2788	286.54736
2789	277.2435
2790	311.20004
2791	296.79755
2792	281.7896
2793	310.55548
2794	253.25984
2795	240.58345
2796	234.75179
2797	228.6927
2798	218.5507
2799	235.62627
2800	286.68344
2801	256.34662
2802	276.02676
2803	293.07846
2804	313.55237
2805	309.8526
2806	255.20102
2807	258.90045
2808	260.90106
2809	277.22174
2810	201.61127
2811	313.57733
2812	226.41544
2813	291.81125
2814	235.05501
2815	282.7335
2816	253.23984
2817	250.32275
2818	297.08893
2819	194.5479
2820	278.88632
2821	304.85367
2822	287.32285
2823	249.57718
2824	268.05917
2825	282.8407
2826	266.2052
2827	260.49203
2828	292.70966
2829	283.20123
2830	239.89307
2831	272.96722
2832	302.12476
2833	276.89764
2834	269.2968
2835	304.80585
2836	230.41129
2837	280.6992
2838	280.0213
2839	307.10135
2840	290.54443
2841	302.06415
2842	293.99463
2843	233.46085
2844	249.74753
2845	306.71988
2846	304.5835
2847	271.9769
2848	254.08882
2849	297.78412
2850	282.72296
2851	298.36813
2852	274.27386
2853	217.54639
2854	283.18832
2855	253.05046
2856	277.20175
2857	265.59415
2858	318.4208
2859	261.74152
2860	265.07974
2861	291.77325
2862	177.40787
2863	195.1728
2864	250.84773
2865	266.3143
2866	293.84634
2867	262.93512
2868	280.99707
2869	285.331
2870	309.30206
2871	312.52637
2872	304.6372
2873	268.94833
2874	249.51505
2875	251.66907
2876	298.56345
2877	277.9057
2878	218.81433
2879	299.94565
2880	306.15778
2881	272.30228
2882	286.533
2883	302.04666
2884	265.49268
2885	286.05237
2886	266.47342
2887	302.90747
2888	285.40604
2889	238.38242
2890	313.45596
2891	296.89484
2892	319.58774
2893	296.67728
2894	306.59967
2895	276.97787
2896	262.33267
2897	303.91122
2898	247.76582
2899	265.84296
2900	278.94305
2901	284.89258
2902	315.81155
2903	229.24394
2904	281.84244
2905	311.1607
2906	280.63403
2907	300.81876
2908	253.56595
2909	241.58847
2910	204.70499
2911	304.37192
2912	225.63818
2913	234.78601
2914	194.50742
2915	289.37695
2916	264.97345
2917	270.58344
2918	280.0364
2919	312.08124
2920	308.21588
2921	251.17795
2922	302.8448
2923	317.75037
2924	251.04196
2925	293.12317
2926	306.625
2927	303.11728
2928	179.26767
2929	315.30167
2930	268.1637
2931	307.28278
2932	228.66203
2933	266.78116
2934	309.6395
2935	299.3321
2936	307.697
2937	281.76202
2938	287.0156
2939	236.64206
2940	271.38165
2941	293.69873
2942	261.1391
2943	295.01862
2944	314.73282
2945	233.12846
2946	314.1507
2947	313.97256
2948	256.6595
2949	310.63608
2950	249.3106
2951	280.43878
2952	309.99545
2953	260.55054
2954	206.7091
2955	284.95197
2956	293.97238
2957	218.52617
2958	86.21485
2959	295.10724
2960	290.29373
2961	290.33038
2962	230.43738
2963	288.08105
2964	238.36177
2965	225.20293
2966	275.03632
2967	220.31967
2968	277.03473
2969	264.11807
2970	274.5209
2971	266.69165
2972	260.32214
2973	280.06714
2974	276.4179
2975	299.77643
2976	275.54938
2977	273.01816
2978	277.58945
2979	260.93985
2980	228.71675
2981	254.70613
2982	283.65488
2983	257.29068
2984	158.1902
2985	295.01694
2986	259.96295
2987	308.60397
2988	309.9724
2989	216.25806
2990	264.11667
2991	308.5875
2992	317.04474
2993	316.61224
2994	269.16043
2995	293.32993
2996	276.2038
2997	250.35574
2998	299.88962
2999	265.2299
3000	299.8516
3001	298.94208
3002	283.23145
3003	251.5756
3004	263.10233
3005	293.92242
3006	324.46216
3007	255.95059
3008	171.05739
3009	310.21082
3010	303.1451
3011	303.4299
3012	283.69595
3013	279.79712
3014	192.15977
3015	257.88797
3016	303.23083
3017	294.54572
3018	298.0637
3019	299.5917
3020	244.39546
3021	303.65308
3022	318.1091
3023	263.6054
3024	257.17548
3025	240.0634
3026	312.54132
3027	182.01308
3028	255.40872
3029	275.53244
3030	265.56683
3031	209.57114
3032	294.6106
3033	267.6047
3034	274.5638
3035	229.88277
3036	298.11737
3037	282.3652
3038	276.8632
3039	293.6888
3040	284.1249
3041	280.43884
3042	233.8357
3043	286.04868
3044	246.75578
3045	319.19208
3046	244.57248
3047	308.28613
3048	235.85532
3049	255.95015
3050	251.47836
3051	298.59943
3052	240.40585
3053	303.61407
3054	267.1684
3055	314.93866
3056	315.71112
3057	336.79605
3058	315.55673
3059	183.99611
3060	246.10066
3061	342.5602
3062	306.63763
3063	328.98718
3064	317.06882
3065	303.80164
3066	313.094
3067	320.88544
3068	315.99304
3069	277.20694
3070	280.9009
3071	313.0392
3072	283.22308
3073	278.1493
3074	332.3589
3075	315.41327
3076	321.09665
3077	334.20477
3078	327.14926
3079	320.7163
3080	219.16562
3081	310.7665
3082	323.11407
3083	258.7928
3084	188.21492
3085	328.6022
3086	297.3405
3087	304.65634
3088	300.6836
3089	297.3753
3090	301.36752
3091	314.49823
3092	287.36566
3093	255.29199
3094	319.77753
3095	271.24142
3096	305.98337
3097	317.63458
3098	290.3703
3099	329.76874
3100	275.2453
3101	304.4078
3102	295.15924
3103	327.5064
3104	285.97983
3105	249.74312
3106	334.1576
3107	292.58197
3108	283.13266
3109	276.27277
3110	329.5382
3111	330.76236
3112	274.0962
3113	302.81927
3114	300.09088
3115	281.8904
3116	237.13257
3117	312.82422
3118	297.8597
3119	259.21832
3120	322.97272
3121	331.18387
3122	333.96664
3123	321.396
3124	295.49484
3125	309.09048
3126	229.54768
3127	282.29697
3128	303.3189
3129	230.67888
3130	316.13107
3131	298.19708
3132	312.72208
3133	303.93893
3134	229.60869
