	z_coordinate_0	z_coordinate_1
7001	4.8880086	11.542593
7002	-2.4171271	2.3769026
7003	-3.4545102	5.7736397
7004	-1.303535	1.7399186
7005	-1.2622845	2.148116
7006	0.18489915	-8.636028
7007	5.3502507	10.738121
7008	-4.00188	6.2649493
7009	-1.0007715	2.0775256
7010	-0.9549714	1.965564
7011	-3.3697214	4.9091883
7012	10.825605	-2.0861776
7013	6.0429	-9.5163555
7014	-1.2037325	3.1828437
7015	5.378478	-9.246029
7016	3.7328768	12.085841
7017	-1.6991034	-4.7759953
7018	-1.873472	-4.99361
7019	-1.8645556	2.4475908
7020	5.800483	-9.771105
7021	2.603287	-8.443927
7022	5.206302	10.368959
7023	10.802472	-1.9896433
7024	5.595573	-8.502764
7025	-6.396369	-3.0771656
7026	-2.6025007	2.17749
7027	-1.7228022	3.5941682
7028	-1.6759849	1.5532827
7029	-1.83846	1.8240693
7030	-2.3585162	3.7068963
7031	-1.3307755	1.3767209
7032	-2.2132645	2.411511
7033	4.83515	-6.362276
7034	-1.9801259	1.3111105
7035	-1.6328378	1.6156126
7036	5.4686055	-10.276391
7037	6.515296	-9.177599
7038	-2.384695	3.124163
7039	10.870481	-2.837911
7040	-1.0602053	2.5893705
7041	-11.27265	-4.47526
7042	-1.6752622	1.9204354
7043	-1.7505963	-4.9140363
7044	10.458211	-2.7499032
7045	0.36531276	-6.938478
7046	-12.091357	1.9674683
7047	-8.873798	-7.9313307
7048	5.355628	10.776218
7049	-11.703454	-4.694118
7050	5.841304	10.917214
7051	10.968655	-2.8757658
7052	11.1044035	-3.344138
7053	-3.7366123	-3.8468766
7054	-1.0010943	3.049211
7055	-1.5378876	3.3968642
7056	-1.4292681	1.5254688
7057	-0.898872	1.1086868
7058	10.646368	-2.502186
7059	-2.1343982	-12.617853
7060	11.444728	-3.3954332
7061	-1.4483415	3.5065665
7062	-9.836824	7.9626226
7063	-1.4029049	2.2445643
7064	-1.6801164	-4.917515
7065	10.418748	-3.2274384
7066	5.388156	11.457317
7067	-1.8693616	1.5089071
7068	-1.1815801	1.1303961
7069	-2.1648257	1.8207769
7070	-6.1581993	-3.414723
7071	-2.0839188	3.730339
7072	11.078419	-2.6184201
7073	-1.9478958	1.0501618
7074	3.97164	11.665119
7075	9.030046	-10.064002
7076	3.770916	11.728115
7077	-1.7776504	2.661147
7078	5.4078994	-4.205213
7079	10.795223	-1.9885143
7080	-1.4975157	1.3690914
7081	4.0366793	-3.6277947
7082	-1.7578406	1.1237786
7083	10.735042	-2.7839618
7084	5.509075	-9.901539
7085	-1.2540799	2.3488011
7086	-1.956748	-4.9784527
7087	6.0278044	-9.57765
7088	5.291769	10.783588
7089	-0.5879748	1.9236712
7090	-7.7328777	-7.6980457
7091	-1.4482393	3.9016695
7092	5.584461	10.808382
7093	5.1930466	10.860981
7094	-1.2765913	1.8918836
7095	-1.8208437	1.855439
7096	-0.5934608	1.4861199
7097	-2.045786	4.574422
7098	-11.418264	-4.264567
7099	-3.0247784	2.664183
7100	-1.1178951	1.4369961
7101	5.480138	11.440544
7102	8.502263	-2.6382055
7103	-2.8623016	2.4825919
7104	-11.007409	9.301848
7105	-2.0562823	2.15546
7106	5.074813	10.92709
7107	-1.9790711	1.1583276
7108	5.246407	10.740442
7109	-2.389257	3.0278316
7110	-0.9906054	2.3845997
7111	5.539734	-9.824684
7112	6.98732	4.7945943
7113	5.4593487	11.50173
7114	-7.453348	-7.9158525
7115	5.691865	-10.010302
7116	-1.76737	1.5674258
7117	-1.8433042	-12.469025
7118	-1.5627093	2.5076423
7119	-1.7893198	3.39024
7120	-1.5700513	1.4827709
7121	7.6092367	10.814666
7122	-0.7644018	2.809913
7123	-1.74387	2.09376
7124	-1.5208263	3.00114
7125	-0.87697434	1.8704529
7126	-1.5624533	1.7527415
7127	-1.5931938	2.0772715
7128	10.929887	-2.9329402
7129	-1.511194	1.9645028
7130	4.29657	10.715957
7131	-1.943608	1.0583534
7132	-1.9833875	1.607298
7133	-2.2327485	2.247346
7134	5.5433	10.556158
7135	-1.4474401	1.4898822
7136	-6.2972717	-3.0763516
7137	-2.9299402	5.3259897
7138	-2.4926357	3.7423491
7139	0.36542636	3.4039683
7140	5.3448935	-9.568626
7141	-10.935079	-4.242263
7142	-1.9153602	-5.015867
7143	10.688764	-2.4816687
7144	-2.5695689	4.117132
7145	8.776708	-1.6231408
7146	-0.77806866	1.9812145
7147	-11.448844	0.7571528
7148	5.43814	10.743286
7149	5.7671432	-9.28109
7150	-6.1700096	-2.9807653
7151	-5.1482186	-5.6742554
7152	5.401595	-9.72266
7153	-1.2292886	2.053314
7154	5.402137	-9.351469
7155	5.6987734	-9.638472
7156	11.259763	-2.9834523
7157	-1.0619807	1.3864739
7158	-2.301234	2.16523
7159	-0.37365362	1.1539147
7160	5.1465726	-9.3034525
7161	4.3817706	10.856155
7162	-11.386083	-4.6950064
7163	2.5980253	8.897376
7164	-11.996116	1.633396
7165	-3.0682461	6.250096
7166	-11.926878	-4.571968
7167	-1.6690035	5.061197
7168	-11.105263	-3.9679399
7169	-1.633126	2.3521204
7170	10.669329	-2.7869735
7171	-2.1029043	2.8070107
7172	-1.8516414	1.7007327
7173	-0.28014818	1.7089386
7174	-1.190748	2.1567717
7175	-4.972894	-13.088026
7176	-1.2713417	3.0629354
7177	-0.42363548	4.4878626
7178	4.2784476	-3.5505848
7179	-2.0312047	3.8804708
7180	-1.2251985	2.396888
7181	11.570216	-2.3829162
7182	-2.1830444	2.4280887
7183	-1.9115305	1.9684744
7184	-2.6325712	3.2967892
7185	-5.1311727	-12.769327
7186	4.4295707	11.874461
7187	-2.298625	3.6411543
7188	-0.862332	1.9515319
7189	-1.1117196	1.9546514
7190	5.151057	-10.032503
7191	-1.0177307	2.2899501
7192	-5.692238	-13.006193
7193	-1.7059102	2.6513355
7194	-0.87097913	2.027316
7195	5.987912	-9.649851
7196	-1.5712376	1.3264596
7197	-2.0290067	-4.732953
7198	-2.2224193	2.2223406
7199	5.690098	10.393957
7200	-1.7634876	1.3148589
7201	5.7435884	-9.773546
7202	-5.1574426	-9.917862
7203	-2.4085445	2.5881748
7204	-1.5621562	2.1688838
7205	-3.385814	3.1000867
7206	-1.7753594	1.7461431
7207	4.9678535	10.987352
7208	3.939496	-3.3819628
7209	-1.3773925	3.6084547
7210	5.9001427	-9.652578
7211	-11.450674	-4.5339136
7212	-1.7266436	-4.9387827
7213	-2.7604804	4.4791327
7214	-1.062375	2.1228337
7215	-1.9944727	-12.972479
7216	-1.1323333	1.6147645
7217	10.085854	-2.5119867
7218	-1.3643115	2.2864923
7219	4.183028	10.941278
7220	-1.4287496	3.1439853
7221	-1.6260543	1.9134085
7222	5.415051	11.727105
7223	4.9108047	10.860293
7224	5.660817	11.138759
7225	5.3513427	10.473429
7226	5.0220456	10.909468
7227	4.219707	11.7355175
7228	5.228266	-1.1180212
7229	4.603916	10.509156
7230	-1.0797269	1.9123759
7231	3.9582157	-3.8860676
7232	-7.322613	-8.797146
7233	-1.3262558	2.734387
7234	-1.7565229	2.7216165
7235	-1.3040161	1.9584742
7236	-1.9343612	-13.064648
7237	-1.8635659	1.666064
7238	5.576437	11.154182
7239	4.8851233	-10.3436985
7240	-1.3736911	2.6942198
7241	-2.4014869	3.307951
7242	6.5039563	-9.974432
7243	-1.7728105	-5.0787487
7244	-6.514184	-3.7295976
7245	-2.142102	-12.226446
7246	-1.3795751	0.6863617
7247	10.54471	-2.4362206
7248	-1.8461745	1.7148129
7249	-1.930882	2.1924462
7250	10.549075	-2.5664957
7251	-1.0768502	1.1244655
7252	5.8273106	-9.537819
7253	-1.1859841	2.4418364
7254	-2.012859	3.0509813
7255	-1.3976154	2.9917483
7256	11.086677	-3.1496694
7257	-1.5120435	2.6646855
7258	-1.71696	1.9198632
7259	-1.7051334	1.2577821
7260	-1.4291558	2.5305085
7261	-1.5291836	0.77609634
7262	-2.0752027	2.9009435
7263	4.841781	10.802292
7264	-1.3028064	1.4451578
7265	-2.1869068	3.106382
7266	6.0367618	10.685498
7267	10.834841	-2.7144763
7268	-1.5989685	-4.952979
7269	-2.0222082	1.9156449
7270	-1.1853249	3.2728405
7271	-2.2702484	-5.1564713
7272	5.642499	9.978139
7273	10.922963	-2.5391362
7274	-6.3275647	-3.2964985
7275	-2.7496603	2.6694915
7276	4.93625	-1.1975286
7277	4.631196	11.784908
7278	-1.1939802	0.44489804
7279	-1.9798043	0.716661
7280	-2.0266361	2.8057208
7281	5.705672	-9.760061
7282	-0.84957093	1.1926043
7283	-12.148746	1.554569
7284	-1.5023069	3.1452172
7285	-1.1875787	2.6867938
7286	-2.1536222	2.8267426
7287	-1.7486241	2.0251188
7288	-2.55025	3.6349897
7289	-1.9911532	3.9858809
7290	5.079343	-9.667162
7291	-11.44088	-3.9578452
7292	-1.810705	-4.982342
7293	6.481591	8.782277
7294	-1.5364442	1.9363706
7295	-1.4330499	2.3573089
7296	-1.0009353	1.9834492
7297	-1.9179974	3.7642288
7298	-1.51351	1.9384935
7299	-9.783323	7.411482
7300	10.719383	-2.7063842
7301	10.4836035	1.7847111
7302	-1.4536953	2.942266
7303	-1.7140832	-5.2612696
7304	12.195422	-4.318357
7305	4.539514	11.406715
7306	10.749392	-2.760967
7307	4.3151407	-2.9748037
7308	-1.8570783	3.4900987
7309	-1.9167013	-5.031969
7310	-2.1720126	2.562261
7311	-2.1810265	3.9225621
7312	-1.9547276	2.4999297
7313	-1.5991585	-4.3683033
7314	10.752721	-2.9836476
7315	10.413699	-2.5396857
7316	10.603366	-3.0819395
7317	5.6300983	-9.498241
7318	-1.95526	1.2826359
7319	-0.97577167	0.75919855
7320	-1.3744665	1.0374653
7321	-1.6280103	2.813695
7322	5.2057395	-10.111965
7323	-12.172849	2.2873602
7324	-2.3442729	2.2966456
7325	-0.94538194	3.1144981
7326	-2.0745623	3.3634171
7327	-1.7394698	3.6641467
7328	-1.6212068	-13.060902
7329	-1.5510523	1.2242136
7330	-2.3986661	-11.507481
7331	-1.8033679	-5.1070585
7332	0.012623072	2.4747548
7333	-1.0314053	1.5385619
7334	10.252793	-2.6168053
7335	-1.7413046	4.1655064
7336	-1.5966902	1.8200284
7337	10.934683	-2.8877249
7338	-1.0135632	2.2995362
7339	-1.3383117	1.8018517
7340	10.56718	1.2971162
7341	5.256274	-9.191174
7342	-2.3965333	4.559167
7343	-1.5109522	4.207473
7344	-3.3081484	-12.236259
7345	-0.6293767	0.9387258
7346	5.52984	-0.56620157
7347	8.853871	0.37031022
7348	3.9839602	-3.2153196
7349	-1.6154356	2.500036
7350	-1.2345417	2.5608163
7351	-12.031966	-4.7035723
7352	-0.7031152	1.595128
7353	-2.2913775	1.5819572
7354	-11.428512	-4.3644505
7355	10.367103	0.7348864
7356	4.8152804	11.038639
7357	-0.96310025	0.8667122
7358	-0.4305945	0.44012544
7359	-0.9938086	0.25141943
7360	5.93148	-9.726212
7361	-1.8142955	-4.8380423
7362	-3.1354117	4.0930953
7363	-6.3937764	-3.2825694
7364	-11.877849	1.3338387
7365	-1.0486052	1.2122818
7366	-0.5084192	1.9261413
7367	-1.6646085	2.2368085
7368	5.6219645	-9.65666
7369	-9.570268	-9.077583
7370	-2.1288154	-12.615194
7371	-12.041058	-4.509599
7372	10.705712	-2.7866623
7373	-1.0432724	1.6881933
7374	-0.7583201	-9.315153
7375	-3.5218828	6.5286303
7376	-6.3854465	-3.064584
7377	-2.2446277	3.855802
7378	-1.4399259	1.3293512
7379	10.519305	1.5417187
7380	-1.964184	-4.94314
7381	5.196597	-9.853188
7382	-1.031368	0.6855571
7383	-0.7827225	2.0693388
7384	3.7309365	-3.241655
7385	-1.0561142	1.5441751
7386	-0.7494494	2.2766304
7387	10.391738	-2.5939915
7388	-1.8726056	1.9106145
7389	-1.4425672	1.2394701
7390	-1.7643039	1.8196901
7391	-1.9405193	3.7571669
7392	-0.47228962	1.9638758
7393	-2.520202	3.155
7394	-1.2601771	5.5113487
7395	-3.0011587	5.982387
7396	-1.1670867	2.6215446
7397	5.305898	-10.247966
7398	0.7066602	1.9327879
7399	-1.7700346	-5.054905
7400	-1.4216436	2.1567435
7401	-1.8786082	1.3392622
7402	5.703498	10.767054
7403	6.795053	10.5125475
7404	-1.088362	1.8084999
7405	-11.6657915	-4.566084
7406	6.5611944	-9.605693
7407	-6.3611584	-3.1444402
7408	0.29906344	2.571231
7409	-1.6546669	6.7476444
7410	-1.968569	-4.9574146
7411	10.536841	-2.7884746
7412	-6.2844486	-3.2697234
7413	-1.458821	2.2208624
7414	4.639949	10.832791
7415	-1.8487918	1.4235525
7416	-1.0881183	2.4792
7417	-1.177489	1.7296119
7418	-1.4753771	2.5576653
7419	-2.1605794	3.808152
7420	4.266756	-3.0563173
7421	4.7878017	-10.210925
7422	-1.3435564	2.2534323
7423	11.703206	2.2882507
7424	-1.1549358	2.2539866
7425	5.6064405	-9.443855
7426	-1.2215307	1.3360234
7427	3.799653	-3.2617877
7428	3.7564983	12.14049
7429	-2.1919608	3.1323223
7430	-0.49627623	1.0078508
7431	-8.658496	-8.409267
7432	-0.9555588	1.9594278
7433	-7.5365944	-7.7592998
7434	-1.9308176	-12.565033
7435	0.026786983	-0.7668158
7436	-8.892269	-8.432061
7437	10.871887	-2.6956735
7438	1.2879474	-3.3107085
7439	10.581696	-2.7326431
7440	-0.9341956	3.0945873
7441	-1.4461417	1.9941077
7442	-1.7781229	3.9491181
7443	10.440825	1.3462971
7444	-0.2685325	2.733893
7445	-2.1440604	3.1637468
7446	5.4708004	-9.88904
7447	-1.6462507	3.2987905
7448	-1.7722254	1.6789961
7449	-0.90703547	2.2938008
7450	-2.5702128	3.2134626
7451	-0.33229148	0.38387093
7452	-0.4823355	1.2174239
7453	10.611012	-2.9500077
7454	11.070989	-3.0444133
7455	-1.6376855	-5.1558404
7456	-0.17436326	2.5946734
7457	-11.866874	-4.9068975
7458	10.5353155	-2.6478224
7459	-2.0301266	2.2484884
7460	-0.5335423	2.474402
7461	10.896143	1.9419682
7462	-1.3466107	1.5500803
7463	3.6143932	8.61295
7464	-0.57488084	0.6489209
7465	-2.5185692	-4.2118025
7466	10.804624	-2.5017073
7467	4.627818	11.572512
7468	-11.611758	-4.2548857
7469	4.99693	11.326147
7470	-8.565814	-7.9187636
7471	-1.3052803	1.5611225
7472	-1.9590476	1.7527637
7473	11.187095	-2.4472601
7474	6.1086273	-10.236628
7475	-2.079946	1.7492032
7476	-1.741153	3.3857706
7477	-0.9204125	2.6381319
7478	-1.8311756	1.3077313
7479	-1.2718837	1.6539061
7480	3.3894124	12.90651
7481	-2.2119086	4.2619195
7482	-1.3788247	1.6559198
7483	-0.4540199	1.590945
7484	-0.5819859	1.0167243
7485	-1.6449244	2.727552
7486	-2.4321942	2.2520642
7487	0.028618753	3.0109801
7488	0.72018176	3.0607479
7489	-1.339954	1.9828494
7490	-1.0435872	0.3972681
7491	0.50387174	2.129131
7492	1.3138831	13.449029
7493	3.1736376	12.980818
7494	4.4468145	-3.153367
7495	3.027875	12.276531
7496	-1.2188343	3.390767
7497	-1.8776135	2.2583008
7498	-0.760247	3.7135303
7499	-1.3652489	2.9741611
7500	-1.8555212	1.1769285
7501	10.786447	-2.312938
7502	-1.2358212	4.099201
7503	4.5430946	12.412928
7504	-1.141466	1.6167203
7505	-2.0260623	-5.1179843
7506	-1.0817091	3.0182755
7507	10.9248295	-2.7837343
7508	-0.747864	3.2695322
7509	-1.2398148	4.4302797
7510	-1.0852737	1.3480376
7511	10.693412	-2.6853032
7512	-1.1674718	1.1645486
7513	0.22787577	-8.224057
7514	-2.1324985	-4.8219786
7515	-1.9529791	-4.9850607
7516	-1.6588459	2.4711876
7517	-0.7281827	-0.164509
7518	10.559874	-2.8800044
7519	-0.7758596	1.4511261
7520	5.4487267	11.211315
7521	5.377837	-9.309603
7522	-6.301632	-3.2172427
7523	-1.6572905	1.8610423
7524	-1.8394256	0.9290211
7525	-1.5161271	2.5076563
7526	-1.9580464	1.7641728
7527	6.6754513	10.339244
7528	6.080314	-0.49536082
7529	-1.4772589	2.6464403
7530	-1.5030088	2.1439445
7531	10.3285	-2.9613953
7532	-1.9068544	-4.9975567
7533	0.20781988	1.3540385
7534	-1.9796627	3.2682939
7535	-1.8258898	4.1208434
7536	-2.671607	4.23658
7537	6.474772	11.496524
7538	-2.3178508	0.8034997
7539	-2.0446916	1.5210211
7540	-0.25860345	1.6091549
7541	-1.2670226	2.0123262
7542	-2.4739246	3.0053053
7543	-0.9083917	3.0777874
7544	2.2332172	12.651857
7545	-7.572793	-7.9042897
7546	-1.7814636	-5.010635
7547	11.218106	-2.226918
7548	-1.5106708	3.0995243
7549	3.7787447	-3.6851444
7550	-5.4178653	-12.7078495
7551	-1.6249413	-4.7733083
7552	4.853245	10.915415
7553	5.9989977	3.8378649
7554	-1.6247692	4.539277
7555	-2.4249568	2.8085427
7556	5.8257437	-9.999776
7557	5.6732516	-10.222473
7558	-1.4079782	1.7588919
7559	-1.1448686	1.8080463
7560	-1.1870353	2.8243437
7561	3.999874	-3.0996537
7562	3.7533007	12.1474495
7563	10.824049	-2.4092216
7564	-1.4523265	0.48532352
7565	-2.0546513	2.2297335
7566	5.16358	10.89074
7567	-1.828835	1.4386389
7568	-1.0038661	2.1429625
7569	-0.83119774	1.2430017
7570	-0.71301514	1.5652974
7571	-1.6065097	2.9439564
7572	5.7150345	-10.30455
7573	5.3726482	10.819624
7574	10.865098	-2.7792058
7575	4.496331	11.21662
7576	-1.7663493	2.3315408
7577	5.1954565	-1.0380569
7578	-11.652762	-4.3790975
7579	12.045798	-2.2698157
7580	-1.549582	2.8991027
7581	-1.9263425	2.190043
7582	-1.7043457	2.4172595
7583	-0.962392	0.83303535
7584	-0.9155126	0.85016215
7585	-2.4870596	4.5999365
7586	-1.7708375	2.2147512
7587	-2.6859124	2.9398088
7588	-8.637778	-8.744034
7589	-0.78087723	0.62657297
7590	-6.24209	-3.2471118
7591	-1.5555648	1.4943527
7592	-1.1082294	2.0941465
7593	-2.2069561	3.1176286
7594	-1.4995446	2.4817312
7595	-1.0373313	1.879199
7596	-1.7503526	2.9395318
7597	10.427517	-2.7501082
7598	1.5185161	13.277708
7599	-1.0939159	1.7138743
7600	-1.7298098	1.6248266
7601	-1.439676	1.6297319
7602	-1.633681	1.2787322
7603	-2.120441	3.3546124
7604	10.53377	1.711728
7605	-1.2098577	1.3459203
7606	10.8379	-2.818193
7607	-7.4597816	-8.200926
7608	5.7089686	-10.028751
7609	-2.7754474	6.1934543
7610	-1.5337331	1.8084214
7611	-2.1528978	3.3925486
7612	-1.4811232	2.3374345
7613	5.119056	12.210375
7614	-1.8007336	2.2119722
7615	-1.1670537	2.951836
7616	4.957858	11.506032
7617	5.416354	11.41339
7618	-1.4645126	1.6724119
7619	-1.7634268	-4.9993668
7620	4.9307685	9.952725
7621	4.4324036	11.517517
7622	-8.344945	-1.247452
7623	5.4344177	-9.435188
7624	-0.5520757	1.1565808
7625	-0.99245405	0.9148797
7626	-1.1902971	1.6058517
7627	-1.6740732	2.360927
7628	-1.6780005	-12.764675
7629	-10.655082	-4.9702177
7630	-0.56704986	3.1084628
7631	-1.0606701	2.3989658
7632	5.1883574	13.5626
7633	-1.0506058	1.8579882
7634	-1.069896	1.6068604
7635	5.932537	10.948554
7636	-1.3517272	1.3706847
7637	-0.9868373	2.627857
7638	-1.9158528	4.341376
7639	-1.087911	2.0156946
7640	-1.1338267	2.941061
7641	-10.838013	-4.503559
7642	-1.3467486	2.0323987
7643	-1.6541219	3.198432
7644	5.5717177	-10.285362
7645	4.804511	-9.376019
7646	-1.3659897	2.3549604
7647	-0.95235276	1.026225
7648	10.928052	-3.0961835
7649	-1.6065655	-5.0042343
7650	-1.0354878	3.1098986
7651	-3.4280157	6.6551065
7652	-1.866293	-5.2145033
7653	6.685053	-9.6170025
7654	11.162615	-2.9205172
7655	5.6252575	-9.59192
7656	-1.7715273	-3.31855
7657	4.2241707	-3.644083
7658	-0.71881926	2.6970372
7659	-0.7228141	2.0521257
7660	-1.5933082	2.9416914
7661	-0.41805837	-0.09780693
7662	11.320629	-2.9882944
7663	-1.820188	2.018749
7664	-1.173713	2.6613684
7665	-1.9982693	-4.790971
7666	-1.4450269	3.4637692
7667	10.6624155	-2.6701179
7668	-1.5444922	-4.966297
7669	3.9219875	-3.820325
7670	-1.2369229	3.6811838
7671	-0.8206876	1.394703
7672	5.7707624	11.35899
7673	10.842813	-2.4780915
7674	-0.9808294	0.13214964
7675	-1.5080917	-4.936863
7676	-2.3397906	3.952065
7677	5.067993	10.582705
7678	-2.016201	2.862719
7679	-1.1472836	2.2317917
7680	-1.7949393	-4.959702
7681	-2.0970721	1.537587
7682	-0.6544885	1.5233806
7683	4.9153404	10.696342
7684	-1.6422572	-4.8373833
7685	-1.231116	2.7149692
7686	10.738795	-2.155122
7687	-2.0106175	1.5629505
7688	-1.5127141	0.44405732
7689	-10.801522	7.3268356
7690	-11.481132	-5.1937647
7691	-10.726487	-4.271397
7692	10.666144	-2.8583016
7693	10.907664	-2.6505551
7694	6.18047	10.744655
7695	-1.4442916	1.8958464
7696	-0.5902433	1.411644
7697	5.397002	-9.592327
7698	-1.7179878	2.971892
7699	-0.025271893	0.3938366
7700	5.4874516	-9.544126
7701	-12.329558	1.6872706
7702	-1.1583242	2.6998322
7703	0.008404911	1.9331739
7704	-0.9424679	2.0371733
7705	0.41032022	1.8170228
7706	3.9458885	-2.9802341
7707	-12.158713	0.8060167
7708	-0.7235931	0.9843625
7709	7.9211454	0.9188868
7710	-0.7654829	2.3971734
7711	-0.17068726	2.2228847
7712	-1.3056515	2.8075469
7713	-8.710265	-8.121832
7714	-2.251331	3.6614842
7715	-2.0356493	2.7013583
7716	-0.87387675	1.0404283
7717	-1.541076	0.9872204
7718	-0.7573592	2.3848393
7719	-1.9378757	2.1528015
7720	4.119687	-3.614059
7721	-1.2900844	2.905266
7722	-1.4577965	3.1538768
7723	-1.85766	2.75745
7724	-1.9331398	3.9180984
7725	5.096433	-10.059653
7726	0.24026442	1.0072148
7727	6.667329	-9.990088
7728	5.2112246	12.140575
7729	-2.16277	2.1325526
7730	5.7719846	10.976739
7731	-1.1353841	0.46116593
7732	-1.5699431	0.6315701
7733	-1.3834085	1.7338196
7734	-2.0201333	-5.0306196
7735	4.1021667	-3.2965484
7736	-0.8566837	1.5298486
7737	-0.58491385	1.9293177
7738	-1.1455593	0.7936754
7739	-8.970668	6.202449
7740	-0.85378176	1.8042977
7741	-6.209199	-3.099401
7742	10.625436	-2.3909113
7743	-1.7192504	-4.9268246
7744	-1.9522264	2.5459924
7745	5.5868206	-10.154501
7746	-0.6409592	1.570425
7747	-0.10622659	1.3709048
7748	-12.045663	-4.3983994
7749	-1.732943	3.7754507
7750	-1.5553584	1.7168057
7751	-1.8836904	3.8003407
7752	5.4531484	-9.530991
7753	3.9811726	-2.6303778
7754	-1.255583	0.7951237
7755	4.835512	10.879651
7756	-9.918513	-2.6008773
7757	-0.9175607	1.7304854
7758	-1.192734	2.1358585
7759	-1.9606118	-4.80348
7760	4.160185	-3.5580277
7761	7.3491297	4.061184
7762	6.213411	-9.773943
7763	-1.2202574	2.361518
7764	10.018783	-1.854492
7765	-0.33297503	0.5819199
7766	5.668079	11.005995
7767	4.22557	-6.6351533
7768	-1.7172966	3.519629
7769	-1.3999124	-4.3013606
7770	-2.6231513	6.431387
7771	-1.9144337	-5.103079
7772	4.546062	10.546968
7773	-2.1980073	4.300519
7774	-1.0056915	2.030274
7775	-0.26066142	2.6332097
7776	5.885977	11.304747
7777	-1.0822787	2.4929037
7778	-1.0083742	1.8431383
7779	-1.5241973	2.154152
7780	-0.9297847	3.4029703
7781	-1.4583399	3.6300302
7782	-1.1638455	2.1803336
7783	-1.1080589	1.373986
7784	-0.4891544	0.610018
7785	10.463439	-2.5527112
7786	-0.41631573	1.5097361
7787	-2.2114115	2.0922375
7788	4.1642246	-3.4882302
7789	-1.5610658	0.7930025
7790	11.377027	-3.3193433
7791	-1.2818925	3.781664
7792	5.2380037	11.578033
7793	2.3680801	12.767917
7794	-1.1090338	2.9706497
7795	5.124077	-9.485204
7796	-0.9847559	0.47656855
7797	5.9862356	-9.894994
7798	-0.8065628	0.86421657
7799	-2.8118808	7.2123017
7800	-1.2916012	0.9336091
7801	-2.3015256	4.287843
7802	-4.0654335	-3.4393384
7803	5.445444	-9.808363
7804	4.175166	11.365973
7805	-1.5035355	0.62022376
7806	11.14701	-3.040882
7807	10.906395	-2.8065
7808	4.1721964	-3.1072483
7809	-1.0843891	1.9057126
7810	10.575312	-2.2903976
7811	-0.6806371	1.5750082
7812	7.873811	-1.7111496
7813	3.945682	12.21595
7814	-8.618027	-9.110039
7815	-11.002065	-4.37914
7816	4.647632	11.824995
7817	-0.9253508	1.6317356
7818	6.529414	11.16752
7819	-1.8852034	-12.692708
7820	-1.6681418	-12.799744
7821	10.481447	-2.7282805
7822	4.1119795	-3.6501825
7823	5.1944275	10.73329
7824	-1.3906393	2.2561338
7825	-2.563608	2.7225184
7826	-8.709985	-8.777073
7827	-2.0303915	2.6699386
7828	-1.8673301	3.9282265
7829	-3.2188783	3.0734391
7830	-8.133487	-8.7654295
7831	5.5300794	9.684039
7832	-2.1520774	3.212367
7833	0.83173853	-9.988911
7834	-1.6071007	-4.8757925
7835	-2.1476173	1.8023841
7836	-1.7159154	1.6788476
7837	-1.1347327	1.0812556
7838	5.305952	10.311458
7839	4.238441	-4.098303
7840	10.926838	-2.8364484
7841	-1.6668346	2.5863895
7842	-0.19265878	0.7606385
7843	0.34244925	-9.532152
7844	-2.3895762	2.679484
7845	-1.908052	2.095725
7846	-1.9348121	-4.9057045
7847	-0.83121395	1.1030221
7848	-2.5921683	3.4379666
7849	-0.27611256	2.7167609
7850	5.3948326	10.948838
7851	-1.4307804	1.0311699
7852	-8.388966	-8.345758
7853	-1.6725283	-4.9488363
7854	3.7827868	-3.2703896
7855	-2.6989565	4.328888
7856	-0.8830097	1.8027548
7857	10.60481	-2.970967
7858	-1.5668995	2.3611612
7859	-11.684018	-4.815284
7860	10.935149	-2.4478242
7861	-0.99972546	2.4457135
7862	6.0024123	10.375837
7863	-1.8156955	1.9119291
7864	5.734576	-10.519992
7865	-1.0584986	4.700824
7866	5.0199604	10.81968
7867	-0.86651886	1.349827
7868	-0.7617917	2.6149037
7869	-6.606187	-3.0997915
7870	5.278529	-10.276985
7871	-1.157646	2.2624164
7872	-0.48470598	1.5505488
7873	5.6280947	-10.192835
7874	-10.403469	8.811912
7875	11.22659	2.5484097
7876	4.583031	11.6356945
7877	10.440022	-2.8793902
7878	-1.9143736	-4.8520947
7879	3.782104	-3.6074333
7880	-1.5353471	2.409245
7881	-1.2989283	1.6075861
7882	-2.2878227	2.151165
7883	-6.3866754	-3.2533004
7884	5.3984337	-9.408739
7885	10.644021	-1.5402677
7886	4.9025946	-9.715779
7887	-0.11421937	1.5629721
7888	-0.41573036	1.8824317
7889	-1.5699134	-4.8757787
7890	-0.9405297	1.3202639
7891	-6.316394	-2.9797044
7892	-0.4289897	1.1962465
7893	-0.36089063	2.180453
7894	10.45123	-3.4079297
7895	-1.8043423	2.1117094
7896	11.650073	-2.8276618
7897	0.18209374	1.7227826
7898	4.970007	12.007717
7899	-12.238736	1.5001321
7900	5.737381	-9.857378
7901	10.566644	-3.4914174
7902	4.120509	-3.3505645
7903	-1.0902994	2.253067
7904	4.6442633	-9.401462
7905	-3.5984342	6.7711706
7906	-1.6613469	-4.709213
7907	-1.5267768	2.5784383
7908	4.1684604	-3.1983905
7909	-1.8319526	2.4860778
7910	-1.237346	3.5786204
7911	4.218817	10.630403
7912	0.100206435	1.5769684
7913	-0.49884278	3.44634
7914	4.6551414	10.65566
