	z_coordinate_0	z_coordinate_1
627	4.9560328	11.916336
628	-0.8012794	1.1092445
629	10.829242	-2.6321146
630	-1.6378994	2.9556084
631	10.850524	-2.885801
632	-1.8697019	1.863451
633	-1.8523431	1.3382298
634	-1.6686234	-0.0062402487
635	5.7023473	10.919573
636	3.8214169	-8.5542555
637	4.8371444	-10.117794
638	-1.7580347	0.47586063
639	3.8630881	-3.0780692
640	-5.8096232	-12.649567
641	4.785943	11.4971895
642	-1.4224582	0.7635145
643	-0.8468162	0.96582294
644	4.8206267	11.575247
645	-2.1854668	1.5577984
646	-1.5263429	-0.07038355
647	-0.8159004	1.9209363
648	4.9503174	9.192311
649	-1.5278585	0.4974564
650	-6.2273374	-3.2129407
651	-2.2328963	2.750636
652	5.391729	10.44447
653	-0.6510613	2.571268
654	-6.5906124	-3.0072532
655	-2.282765	0.4551728
656	4.718675	-10.023933
657	5.1589875	-9.628519
658	-0.9174594	-0.09119478
659	-0.21909001	0.6409024
660	-0.84417486	2.1988828
661	-1.0068744	1.987839
662	-2.07827	-5.0670004
663	4.951049	11.628224
664	-1.6534402	0.82199085
665	-1.6235123	1.7289431
666	10.398906	-2.2347934
667	-1.3354093	0.003965184
668	-11.968755	2.5710087
669	-11.197266	8.579227
670	-1.9124405	-4.837947
671	-6.334255	-2.9580302
672	10.161332	-2.830752
673	-0.46118587	1.1142433
674	0.009606659	3.8103576
675	-0.8209484	2.7705114
676	5.013932	-9.93235
677	-0.632989	0.29403678
678	-0.7830198	1.4427195
679	-1.0621287	2.0010843
680	-1.6946697	-5.018528
681	-1.2480133	-0.37945348
682	-5.948206	-12.706773
683	-0.61878705	0.888379
684	-2.071395	-4.9110117
685	2.4894001	5.7887607
686	-0.8016355	0.769441
687	-1.9400239	3.9429808
688	5.6549044	-10.314978
689	3.8417253	-3.2217035
690	5.1258383	11.085611
691	-11.75253	-4.798463
692	-12.162522	2.0797033
693	10.853082	-2.424241
694	-10.176038	8.1081295
695	-1.6933911	-5.553902
696	10.400203	-2.6557634
697	-1.1618594	-0.06722909
698	-1.5173595	0.7897632
699	-0.06581414	1.5343096
700	10.5315485	-2.7559853
701	-1.6834326	-4.8208084
702	-1.7496603	0.9856905
703	-2.0895889	-4.8011684
704	-1.5476832	1.1010756
705	-1.6724818	1.5301461
706	5.1961937	-10.296767
707	5.152624	-9.7604885
708	-9.046813	-9.318447
709	-2.0033276	1.7316922
710	-1.9924073	1.3833069
711	0.18321222	0.77550566
712	0.23707497	1.9803505
713	-0.9413618	1.1514134
714	-1.2447956	0.20794782
715	4.3400464	-3.0365725
716	-0.47431782	5.3747773
717	-0.89578414	1.3488854
718	-1.9480407	-4.9164267
719	-1.641655	0.78467774
720	-2.3545191	2.2635548
721	-1.2932717	1.0998025
722	-2.1935823	3.152588
723	10.478465	1.0166919
724	5.0698805	11.4855385
725	0.38121045	-8.757742
726	-1.6479907	2.0225203
727	4.5800295	-3.6483974
728	-0.86873794	1.551858
729	-1.1073558	2.6028626
730	-1.8509281	0.90599334
731	11.152823	-1.0731803
732	-0.88364553	0.062873796
733	-1.280255	0.32959834
734	4.3014393	12.434284
735	4.9682302	9.5770445
736	5.924715	-10.164296
737	-11.857463	1.106878
738	10.737134	-2.7006755
739	-0.47219574	0.069725305
740	3.7725286	-3.4711604
741	-6.1373606	-3.4350238
742	5.109405	-10.441378
743	-1.7677383	-4.660437
744	-1.2096387	2.6398406
745	-0.44129112	1.2384914
746	-0.41404384	5.1707935
747	-1.9896231	0.21127725
748	-1.974236	2.5507762
749	-0.9855947	1.5828967
750	-1.7312019	0.13162166
751	-5.3470626	-13.060814
752	-1.201134	1.096024
753	-0.014417231	-8.265137
754	-0.704389	1.748446
755	-2.245504	-4.9564476
756	-0.8727728	2.1155121
757	-1.1008935	0.19143775
758	-2.0905561	-4.998359
759	-1.6304824	2.8992434
760	-1.4169302	-1.020217
761	-0.30423003	2.3073957
762	-2.223962	1.8107704
763	11.578681	-3.88707
764	-3.0445902	6.166622
765	-2.033843	-5.004119
766	11.373448	-3.3494346
767	4.7332177	11.76441
768	-1.1841613	0.4621007
769	-0.36536917	1.2395513
770	-1.7181911	-0.034622118
771	-10.639377	-4.3940988
772	-10.508222	-3.7879093
773	5.1346064	-1.4947727
774	-1.8410401	0.07894029
775	-1.0102869	1.9275091
776	4.664993	11.439947
777	-1.6056576	-0.3321619
778	5.854886	11.299745
779	4.70435	-3.143493
780	-1.7797241	0.7692555
781	-1.9799757	3.0837674
782	-1.9125664	0.93104017
783	-1.218991	0.47656038
784	-8.858337	-9.348361
785	3.9721518	11.201499
786	-10.93768	1.77837
787	-1.4535155	0.60426164
788	4.7725496	-9.288767
789	-2.1207259	0.65200996
790	-1.6688011	-5.2155743
791	10.056618	-2.8288178
792	5.268335	-9.852858
793	10.399762	1.5084807
794	-6.0310264	-3.2320712
795	4.072007	-3.393581
796	-8.141429	-8.600975
797	-0.6810968	2.6259315
798	-0.51403826	3.460587
799	-1.5765319	2.051407
800	-1.788626	-0.16983874
801	-1.6348608	0.6353036
802	10.511451	1.6028943
803	-0.82086396	2.8872304
804	5.6547494	-9.747078
805	-2.1289377	4.9793344
806	-1.5756875	-4.875203
807	10.892034	-2.0102987
808	-1.6881282	3.534318
809	10.395665	-1.957225
810	-0.85909593	1.27723
811	-0.83551735	1.1916713
812	5.8354216	12.712692
813	-1.8595977	-4.751761
814	-0.6119452	1.7972714
815	-0.4736209	1.324422
816	-1.1282145	3.746346
817	-6.0624285	-3.4192708
818	10.2858095	-2.9233499
819	5.1364517	10.025632
820	4.870288	-10.166931
821	-1.7190347	1.5516005
822	-1.7737098	1.0500972
823	2.9560413	-1.1231729
824	-8.353148	-9.013753
825	7.5926914	-2.7369924
826	-0.8648838	0.30376476
827	-1.287725	-0.19311905
828	-0.7281374	1.307587
829	6.4356456	-4.1011252
830	-0.77553105	0.899017
831	5.622603	10.546962
832	-1.1716752	-0.1903655
833	-3.2081559	1.5011313
834	-2.1621084	-12.841093
835	-11.638375	-5.296923
836	-0.65276057	0.9357127
837	-6.1434364	-2.8211365
838	10.444079	-2.564386
839	-1.0823286	-0.056576625
840	-0.20171136	1.3193944
841	-0.71844417	5.007189
842	-1.1192925	-0.16314414
843	-1.563425	1.0645144
844	5.150789	10.295357
845	-1.6419489	-9.750819
846	-1.3519301	-0.8973124
847	-1.5265913	-0.00983417
848	-0.8576677	2.104981
849	-2.144024	-4.943392
850	-1.1289456	1.5664239
851	-1.9658625	-5.2007427
852	-1.568563	1.3447388
853	5.3613615	-9.428812
854	-0.72951055	0.121047705
855	-0.78019375	2.1697457
856	-1.1142445	3.6181715
857	-0.8135179	-0.062446594
858	10.445624	-2.7214415
859	4.1007414	-3.941293
860	3.949078	-3.5881739
861	5.651948	10.239639
862	-2.388801	3.642645
863	-2.2600305	2.6359978
864	0.006074488	0.62751365
865	-0.3231853	-0.024799854
866	-1.0756948	-0.20708898
867	-1.0156075	3.0683455
868	-1.4470823	0.26045337
869	5.754899	-9.856195
870	-8.861576	-8.883611
871	-1.3357928	-0.2223993
872	-7.80676	-7.9556684
873	-0.85831237	2.2634532
874	-1.8648758	-0.97976327
875	5.4549217	-10.047122
876	-1.5958073	1.7085567
877	-8.532344	-8.0831
878	10.555602	-2.502876
879	3.8845587	-3.233069
880	-1.6020889	2.2493448
881	-1.0183474	1.9125934
882	-1.1349893	0.7701397
883	4.1100407	-3.2509222
884	-1.925705	0.21587768
885	5.069479	11.181816
886	10.68713	-3.0245192
887	10.121351	-2.7916555
888	5.850782	10.459717
889	3.6610403	-3.3377812
890	-1.1490239	2.3098643
891	10.759812	-2.9930174
892	-0.710649	1.8994627
893	-2.5218265	-12.375158
894	-0.82706714	2.5107427
895	-10.499711	-4.2001047
896	5.8262067	11.245464
897	0.59347516	1.6952654
898	5.0206203	-10.066378
899	5.4782715	-9.823478
900	-2.1711276	3.3827991
901	10.574327	-2.3003259
902	-8.3720455	-8.409194
903	4.8654194	10.897612
904	4.811795	-3.52965
905	4.802944	11.82254
906	-0.48617455	1.1707613
907	-0.5914074	-0.25168556
908	0.5138435	-8.782069
909	-0.5927706	-0.43643346
910	0.06082493	1.7084107
911	5.4444704	-9.571526
912	-2.0346448	-4.5771155
913	-1.4232595	1.2884374
914	-0.8225728	2.893538
915	-11.356639	-4.7153096
916	-8.408275	-8.751707
917	-0.04450345	1.4494123
918	-8.169906	-8.0416355
919	4.1653414	-3.1634736
920	-2.250508	6.3677993
921	4.0965204	-2.756671
922	10.322183	-2.8027916
923	-1.8267672	-4.9733367
924	-2.151289	3.2561002
925	-9.165274	0.7168313
926	0.3669377	14.0780945
927	-1.939884	-4.907914
928	-0.34510761	1.3316807
929	4.8777432	-10.188924
930	-7.9561462	-8.579517
931	3.9012184	-3.431209
932	-1.2692888	0.10153714
933	4.2288885	-3.3511798
934	-1.3029926	1.7948117
935	-8.4294	-8.247165
936	-0.84490687	-0.8761624
937	-0.80551046	-0.11822343
938	-1.1383998	2.1339307
939	4.278782	9.404544
940	-2.0009468	1.8705952
941	10.709303	-2.4031184
942	-6.6645975	-3.0918176
943	-0.5992796	0.5754801
944	-2.5309234	1.8283844
945	-1.6606038	1.2410747
946	-11.876052	1.7090945
947	-1.6278696	1.1380768
948	-6.3522477	-3.1189086
949	10.743292	-2.542561
950	-1.4648929	1.6968989
951	-1.3210721	0.19454625
952	5.2483187	9.39108
953	-1.4027786	0.51146126
954	-0.19865	0.17343459
955	-0.41674042	1.5940849
956	5.272619	10.133577
957	-1.6770725	1.7504591
958	5.3212657	-9.75665
959	-2.222697	-4.06196
960	-6.294881	-3.008862
961	-0.573757	0.4635053
962	-1.8948832	2.6080375
963	4.4429016	-9.905618
964	3.8764844	-3.3955302
965	-1.556336	1.8424349
966	10.774289	-2.9624577
967	-2.7355175	3.8792882
968	-0.16912004	0.22292048
969	-2.0784345	-4.897034
970	10.372653	-1.9343636
