	elbo	tsne_cost
0	-36.42939758300781	6.25762939453125
1	-53.47621154785156	12.63880443572998
2	-43.72307586669922	19.05213165283203
3	-22.50490951538086	25.760360717773438
4	-22.96275520324707	32.4971923828125
5	-17.4140682220459	38.7655029296875
6	-17.522581100463867	45.0579948425293
7	-14.871820449829102	51.061302185058594
8	-14.712124824523926	56.84779739379883
9	-13.407346725463867	62.803646087646484
10	-14.672033309936523	68.72198486328125
11	-17.47611427307129	74.51071166992188
12	-11.96329116821289	79.64801025390625
13	-11.887290954589844	79.53099060058594
14	-11.909003257751465	76.36311340332031
15	-12.047270774841309	75.38506317138672
16	-10.416375160217285	74.62890625
17	-10.605283737182617	71.83499145507812
18	-9.537714958190918	71.26315307617188
19	-11.701045989990234	69.34864807128906
20	-13.12019157409668	68.47187042236328
21	-14.128335952758789	67.95098114013672
22	-18.872976303100586	68.30890655517578
23	-12.71103286743164	67.62669372558594
24	-9.638618469238281	68.6407241821289
25	-13.144638061523438	67.36431121826172
26	-9.505605697631836	68.07350158691406
27	-7.011292457580566	71.88134002685547
28	-7.6524152755737305	67.25184631347656
29	-6.30247163772583	67.95538330078125
30	-9.87290096282959	66.784423828125
31	-9.25524616241455	66.94671630859375
32	-7.795968055725098	66.23948669433594
33	-7.424777984619141	66.34912872314453
34	-5.320982456207275	66.96658325195312
35	-6.564966678619385	66.4452133178711
36	-5.472217559814453	66.85166931152344
37	-5.5566606521606445	66.52154541015625
38	-5.188253402709961	65.8929443359375
39	-4.356566429138184	66.55482482910156
40	-2.4926862716674805	65.62028503417969
41	-4.323131084442139	66.40394592285156
42	-4.848079204559326	64.69898986816406
43	-2.8675432205200195	65.27346801757812
44	-2.2412009239196777	65.73095703125
45	-2.245943069458008	65.24050903320312
46	-4.1906023025512695	63.745521545410156
47	-2.5809388160705566	63.866336822509766
48	-3.42388916015625	63.57640075683594
49	-2.3234786987304688	64.54096221923828
50	-2.895862102508545	63.27722930908203
51	-2.8377153873443604	63.399688720703125
52	-1.27656888961792	62.99079132080078
53	0.055083513259887695	62.88719940185547
54	1.185448169708252	63.87397766113281
55	-3.9938392639160156	62.143226623535156
56	-0.21281147003173828	62.45408630371094
57	0.8831768035888672	62.00627899169922
58	1.4620435237884521	62.433204650878906
59	-1.46552574634552	62.23400115966797
60	2.053981304168701	61.79145050048828
61	3.438415050506592	62.37384796142578
62	-1.2723701000213623	61.690528869628906
63	1.1291601657867432	61.257225036621094
64	2.8320047855377197	61.6278190612793
65	0.6823902130126953	61.62096405029297
66	1.8842055797576904	62.0570182800293
67	-1.1900293827056885	61.6757698059082
68	1.119760274887085	61.109840393066406
69	1.1756563186645508	61.22702407836914
70	-1.2248469591140747	61.11742401123047
71	0.10124564170837402	61.45930480957031
72	1.4699878692626953	60.866573333740234
73	3.272488594055176	62.18037033081055
74	-0.263824462890625	61.145782470703125
75	1.046255350112915	61.147926330566406
76	-0.13211965560913086	61.407958984375
77	1.6592650413513184	61.13285827636719
78	-1.3088302612304688	60.845149993896484
79	-1.3098238706588745	60.888851165771484
80	1.0444930791854858	61.566749572753906
81	1.636627197265625	60.869937896728516
82	1.5548577308654785	60.471343994140625
83	1.7138895988464355	60.231895446777344
84	3.5673067569732666	60.222110748291016
85	4.041373252868652	61.01420593261719
86	4.328332901000977	60.50636291503906
87	3.077777147293091	61.103111267089844
88	4.677253723144531	60.21841049194336
89	4.581979751586914	61.26980209350586
90	3.209304094314575	60.310340881347656
91	6.2070512771606445	60.621498107910156
92	1.7851521968841553	60.13020706176758
93	2.504422187805176	60.45055389404297
94	5.484819412231445	60.64408874511719
95	1.4264678955078125	60.05818176269531
96	2.5264978408813477	60.01228713989258
97	2.254183292388916	60.138916015625
98	5.449918746948242	59.96271514892578
99	3.3008289337158203	60.378570556640625
100	1.3203418254852295	60.09931945800781
101	3.6297645568847656	60.70307540893555
102	2.130876064300537	59.66790771484375
103	4.257192134857178	59.69853591918945
104	4.031352996826172	60.185142517089844
105	3.4839601516723633	61.0795783996582
106	3.508213520050049	59.92549514770508
107	4.4864091873168945	59.84846115112305
108	5.243223190307617	59.719276428222656
109	5.4017791748046875	59.954811096191406
110	6.315918922424316	60.078590393066406
111	6.59199333190918	59.95524215698242
112	6.229219436645508	61.079498291015625
113	6.555872917175293	59.99630355834961
114	4.223173141479492	60.030799865722656
115	4.498115539550781	59.47088623046875
116	5.833311080932617	60.134830474853516
117	7.072519779205322	59.613494873046875
118	4.639508247375488	59.1359977722168
119	4.571238040924072	60.56912612915039
120	6.858663082122803	59.843013763427734
121	5.833823204040527	59.275970458984375
122	5.174789905548096	59.12726974487305
123	5.582608699798584	59.31784439086914
124	6.746943950653076	60.35401916503906
125	4.571481704711914	59.385406494140625
126	5.4316606521606445	59.76018524169922
127	4.6664252281188965	60.65715026855469
128	6.539604187011719	59.42587661743164
129	3.4277257919311523	58.71281433105469
130	4.268472194671631	58.701080322265625
131	6.540474891662598	59.448123931884766
132	4.153402328491211	58.82057571411133
133	6.393769264221191	60.1966667175293
134	4.118180274963379	59.06388854980469
135	2.089280843734741	58.925846099853516
136	4.758821487426758	59.687618255615234
137	4.46259069442749	59.403648376464844
138	3.7912726402282715	59.79583740234375
139	3.02777099609375	58.890926361083984
140	4.196097373962402	59.265296936035156
141	5.699959754943848	58.894893646240234
142	6.213871479034424	59.51820373535156
143	7.085684776306152	59.285057067871094
144	6.443487167358398	59.3050422668457
145	6.457729339599609	59.56557083129883
146	5.325633525848389	59.2440071105957
147	5.929157257080078	58.67975616455078
148	7.899394989013672	59.11908721923828
149	7.299463272094727	59.202476501464844
150	7.702252388000488	59.69205856323242
151	8.708761215209961	59.7635498046875
152	6.954482078552246	59.007774353027344
153	7.770565032958984	58.8075065612793
154	8.959430694580078	59.23911666870117
155	7.9864983558654785	58.676700592041016
