	elbo	tsne_cost
0	-38.18452453613281	6.265283584594727
1	-56.01177215576172	12.679250717163086
2	-47.210853576660156	19.152862548828125
3	-23.104402542114258	25.967145919799805
4	-22.18280029296875	32.49972152709961
5	-17.12632942199707	38.87635040283203
6	-16.78022575378418	45.18210983276367
7	-14.899980545043945	51.13864517211914
8	-15.024070739746094	57.02679443359375
9	-13.829062461853027	62.56633377075195
10	-14.819023132324219	67.9071044921875
11	-16.094345092773438	73.12060546875
12	-13.535165786743164	75.69837188720703
13	-10.951416969299316	76.67000579833984
14	-9.670173645019531	72.8368911743164
15	-12.093900680541992	71.05672454833984
16	-14.853097915649414	69.79684448242188
17	-16.71743392944336	68.45447540283203
18	-15.061574935913086	68.19026184082031
19	-21.689064025878906	66.20124053955078
20	-19.647424697875977	65.78150939941406
21	-14.511699676513672	65.45565795898438
22	-11.396478652954102	66.77008819580078
23	-12.516193389892578	65.72325897216797
24	-10.515265464782715	66.72590637207031
25	-11.871000289916992	66.00009155273438
26	-8.399335861206055	66.53046417236328
27	-7.9108781814575195	66.97138214111328
28	-9.890413284301758	65.45639038085938
29	-7.789071083068848	65.18869018554688
30	-6.576737880706787	65.5379638671875
31	-6.774494171142578	65.02442932128906
32	-7.014089107513428	65.1095199584961
33	-6.435050010681152	64.94047546386719
34	-4.392025947570801	65.73589324951172
35	-4.159331798553467	64.7662582397461
36	-3.9935803413391113	64.29933166503906
37	-3.3257482051849365	64.49871826171875
38	-4.860876083374023	63.842010498046875
39	-2.426513910293579	64.33635711669922
40	-2.6382782459259033	63.83708190917969
41	-2.152909278869629	63.96296310424805
42	0.5952022075653076	63.549720764160156
43	0.16313505172729492	64.49600982666016
44	-0.18145060539245605	64.74604797363281
45	0.985832929611206	64.40228271484375
46	-2.0735509395599365	63.508323669433594
47	-1.6972123384475708	63.86924743652344
48	-0.14332199096679688	62.77529525756836
49	-0.777253270149231	63.05982971191406
50	-0.7947137355804443	63.13105392456055
51	0.1275346279144287	63.010337829589844
52	1.0336742401123047	62.75072479248047
53	0.9088811874389648	62.69660568237305
54	0.06520509719848633	63.58802032470703
55	-3.597095489501953	61.80569839477539
56	-1.3245623111724854	62.62013626098633
57	-3.2321507930755615	61.735984802246094
58	-0.3425576686859131	62.15753173828125
59	0.11966657638549805	61.83905792236328
60	-1.2854278087615967	62.20112991333008
61	0.8813486099243164	62.10987091064453
62	-2.529134511947632	62.01465606689453
63	-1.2644988298416138	61.38987731933594
64	0.2172238826751709	62.330177307128906
65	-0.6722314357757568	62.32227325439453
66	-1.268149733543396	62.13444137573242
67	-0.06468892097473145	61.89282989501953
68	1.0106031894683838	61.07366943359375
69	1.4099407196044922	61.430870056152344
70	0.7787902355194092	60.989349365234375
